date,description,amount_usd,type,balance_usd
2024-01-01,RESTAURANT,1769.24,debit,5648.59
2024-01-02,INSURANCE PREMIUM,831.48,debit,5236.17
2024-01-03,INSURANCE PREMIUM,1847.17,debit,6432.13
2024-01-05,PAYROLL DEPOSIT,6764.76,credit,3856.18
2024-01-06,GROCERY STORE,1968.39,debit,7866.5
2024-01-11,SUBSCRIPTION SERVICE,1001.79,debit,8258.12
2024-01-12,RENT PAYMENT,238.92,debit,6985.47
2024-01-18,ATM WITHDRAWAL,1765.02,debit,7012.68
2024-01-21,ATM WITHDRAWAL,288.4,debit,8884.52
2024-01-21,ATM WITHDRAWAL,400.55,debit,7047.74
2024-02-02,SUBSCRIPTION SERVICE,405.03,debit,7288.88
2024-02-05,PAYROLL DEPOSIT,6676.11,credit,13422.22
2024-02-05,ONLINE TRANSFER,2233.38,debit,8218.49
2024-02-06,SUBSCRIPTION SERVICE,2296.17,debit,7789.82
2024-02-06,RESTAURANT,917.03,debit,9207.91
2024-02-08,GROCERY STORE,235.63,debit,11876.35
2024-02-08,ONLINE TRANSFER,550.73,debit,2626.18
2024-02-08,RENT PAYMENT,322.21,debit,7629.24
2024-02-09,UTILITY BILL,726.16,debit,11260.71
2024-02-14,SUBSCRIPTION SERVICE,1003.32,debit,1018.35
2024-02-14,SUBSCRIPTION SERVICE,134.67,debit,1391.0
2024-02-16,RENT PAYMENT,432.17,debit,7836.56
2024-02-20,UTILITY BILL,1836.23,debit,4392.88
2024-02-26,RESTAURANT,1143.83,debit,2000.31
2024-03-01,GROCERY STORE,144.74,debit,11735.38
2024-03-03,INSURANCE PREMIUM,955.67,debit,4048.99
2024-03-04,ATM WITHDRAWAL,511.38,debit,1126.0
2024-03-05,PAYROLL DEPOSIT,7009.11,credit,14094.01
2024-03-08,RENT PAYMENT,2199.42,debit,9049.14
2024-03-10,INSURANCE PREMIUM,1698.64,debit,8177.57
2024-03-11,RENT PAYMENT,790.55,debit,5091.24
2024-03-12,RESTAURANT,1089.95,debit,8369.26
2024-03-12,RENT PAYMENT,848.81,debit,7781.93
2024-03-13,ONLINE TRANSFER,541.7,debit,5197.46
2024-03-18,RENT PAYMENT,1401.34,debit,794.14
2024-03-19,GROCERY STORE,1706.42,debit,6998.28
2024-03-22,ONLINE TRANSFER,1883.78,debit,5133.06
2024-03-22,GROCERY STORE,1332.86,debit,4356.99
2024-03-25,SUBSCRIPTION SERVICE,1355.47,debit,2942.8
2024-04-01,ONLINE TRANSFER,1179.46,debit,2713.03
2024-04-04,INSURANCE PREMIUM,963.2,debit,9133.98
2024-04-05,PAYROLL DEPOSIT,6663.12,credit,7674.14
2024-04-06,RESTAURANT,648.22,debit,3391.16
2024-04-10,INSURANCE PREMIUM,1052.15,debit,1711.58
2024-04-11,ONLINE TRANSFER,1800.24,debit,10642.65
2024-04-13,RENT PAYMENT,542.57,debit,11000.69
2024-04-14,RENT PAYMENT,831.94,debit,8945.7
2024-04-14,ATM WITHDRAWAL,268.32,debit,11498.76
2024-04-17,RENT PAYMENT,1194.47,debit,1130.8
2024-04-26,RENT PAYMENT,1229.85,debit,7768.08
2024-05-03,SUBSCRIPTION SERVICE,2357.76,debit,7584.85
2024-05-04,ONLINE TRANSFER,697.22,debit,10276.09
2024-05-05,PAYROLL DEPOSIT,6962.54,credit,11411.05
2024-05-06,INSURANCE PREMIUM,1899.22,debit,9081.41
2024-05-07,RENT PAYMENT,694.16,debit,3381.67
2024-05-15,ONLINE TRANSFER,2225.94,debit,9169.98
2024-05-16,INSURANCE PREMIUM,438.64,debit,9858.19
2024-05-20,GROCERY STORE,2451.19,debit,10506.02
2024-05-25,ATM WITHDRAWAL,226.79,debit,11506.38
2024-05-25,ATM WITHDRAWAL,1054.38,debit,1496.79
2024-06-01,UTILITY BILL,976.18,debit,1601.7
2024-06-02,RENT PAYMENT,616.34,debit,1643.17
2024-06-04,UTILITY BILL,999.7,debit,9023.82
2024-06-05,PAYROLL DEPOSIT,7221.42,credit,4190.01
2024-06-05,ATM WITHDRAWAL,467.34,debit,567.89
2024-06-09,RESTAURANT,1245.02,debit,6179.1
2024-06-13,RESTAURANT,1586.46,debit,7514.1
2024-06-16,GROCERY STORE,245.83,debit,8244.66
2024-06-17,ONLINE TRANSFER,1182.91,debit,7234.6
2024-06-19,RENT PAYMENT,1620.6,debit,9584.84
2024-06-23,UTILITY BILL,1370.27,debit,6761.24
