date,description,amount_usd,type,balance_usd
2024-01-02,ATM WITHDRAWAL,2018.69,debit,8501.81
2024-01-05,PAYROLL DEPOSIT,2744.64,credit,5788.95
2024-01-05,GROCERY STORE,1091.77,debit,9703.23
2024-01-06,ONLINE TRANSFER,2250.8,debit,6299.04
2024-01-10,INSURANCE PREMIUM,791.66,debit,4508.83
2024-01-10,INSURANCE PREMIUM,55.23,debit,5560.19
2024-01-15,ATM WITHDRAWAL,1551.35,debit,1168.98
2024-01-15,RENT PAYMENT,496.51,debit,3369.12
2024-01-16,INSURANCE PREMIUM,1568.17,debit,7103.28
2024-01-16,ATM WITHDRAWAL,854.18,debit,9532.86
2024-01-22,ATM WITHDRAWAL,529.45,debit,9959.73
2024-01-22,UTILITY BILL,530.32,debit,8305.22
2024-01-22,UTILITY BILL,792.09,debit,8030.49
2024-01-22,SUBSCRIPTION SERVICE,76.64,debit,4829.93
2024-01-24,RESTAURANT,908.41,debit,8999.41
2024-01-25,UTILITY BILL,287.54,debit,1081.0
2024-02-02,INSURANCE PREMIUM,2398.78,debit,6968.6
2024-02-04,SUBSCRIPTION SERVICE,638.14,debit,2504.05
2024-02-04,SUBSCRIPTION SERVICE,2297.2,debit,4466.08
2024-02-05,PAYROLL DEPOSIT,2708.59,credit,5477.57
2024-02-10,RENT PAYMENT,1143.85,debit,10605.63
2024-02-14,RESTAURANT,1842.21,debit,3432.22
2024-02-18,INSURANCE PREMIUM,409.82,debit,11224.27
2024-02-25,GROCERY STORE,411.05,debit,9016.06
2024-02-26,ONLINE TRANSFER,153.13,debit,7018.03
2024-02-27,ONLINE TRANSFER,778.16,debit,6331.02
2024-03-03,UTILITY BILL,1877.87,debit,8554.5
2024-03-04,ATM WITHDRAWAL,378.06,debit,9983.66
2024-03-05,PAYROLL DEPOSIT,2723.88,credit,6057.14
2024-03-14,ONLINE TRANSFER,2078.78,debit,4619.72
2024-03-16,UTILITY BILL,972.55,debit,8840.13
2024-03-17,GROCERY STORE,94.83,debit,1334.33
2024-03-17,ATM WITHDRAWAL,1374.57,debit,6675.65
2024-03-17,UTILITY BILL,1487.52,debit,10738.89
2024-03-18,ONLINE TRANSFER,2496.12,debit,5474.43
2024-03-18,ATM WITHDRAWAL,441.29,debit,10539.76
2024-03-19,ONLINE TRANSFER,797.65,debit,9889.75
2024-03-27,SUBSCRIPTION SERVICE,1166.0,debit,1784.05
2024-04-03,SUBSCRIPTION SERVICE,1909.99,debit,7389.84
2024-04-04,ONLINE TRANSFER,1758.61,debit,5368.61
2024-04-05,PAYROLL DEPOSIT,2777.77,credit,13304.0
2024-04-07,ATM WITHDRAWAL,1915.96,debit,1936.75
2024-04-07,ATM WITHDRAWAL,2261.17,debit,9043.39
