date,description,amount_usd,type,balance_usd
2024-01-02,ONLINE TRANSFER,1096.36,debit,11587.62
2024-01-04,ATM WITHDRAWAL,988.05,debit,9678.8
2024-01-04,UTILITY BILL,2476.41,debit,9900.51
2024-01-04,UTILITY BILL,2427.92,debit,4736.54
2024-01-05,PAYROLL DEPOSIT,10673.2,credit,11820.72
2024-01-06,RENT PAYMENT,892.23,debit,1060.14
2024-01-08,SUBSCRIPTION SERVICE,1996.76,debit,8901.98
2024-01-10,RESTAURANT,2141.6,debit,8887.33
2024-01-12,SUBSCRIPTION SERVICE,1822.81,debit,3514.61
2024-01-16,ONLINE TRANSFER,2200.62,debit,8808.51
2024-01-18,UTILITY BILL,1386.47,debit,8904.46
2024-01-19,ATM WITHDRAWAL,282.48,debit,5870.22
2024-01-22,RENT PAYMENT,111.56,debit,10451.19
2024-01-23,INSURANCE PREMIUM,1604.63,debit,2675.07
2024-01-27,SUBSCRIPTION SERVICE,521.66,debit,4156.25
2024-02-02,SUBSCRIPTION SERVICE,1400.89,debit,955.46
2024-02-04,INSURANCE PREMIUM,1335.32,debit,6429.4
2024-02-05,PAYROLL DEPOSIT,10464.73,credit,14725.29
2024-02-05,ONLINE TRANSFER,1075.95,debit,7146.19
2024-02-06,GROCERY STORE,547.96,debit,1377.47
2024-02-11,SUBSCRIPTION SERVICE,1525.89,debit,4798.88
2024-02-15,RENT PAYMENT,966.18,debit,6145.38
2024-02-16,SUBSCRIPTION SERVICE,947.3,debit,3207.35
2024-02-16,RESTAURANT,542.83,debit,3248.22
2024-02-17,RENT PAYMENT,1937.09,debit,10187.06
2024-02-19,ATM WITHDRAWAL,1643.42,debit,4029.29
2024-02-20,RESTAURANT,944.65,debit,7450.72
2024-02-20,UTILITY BILL,1430.12,debit,11564.89
2024-02-21,SUBSCRIPTION SERVICE,1884.28,debit,2540.6
2024-02-22,ATM WITHDRAWAL,461.28,debit,8429.78
2024-02-23,RESTAURANT,172.72,debit,4869.61
2024-03-02,RENT PAYMENT,360.86,debit,3041.83
2024-03-03,SUBSCRIPTION SERVICE,946.33,debit,9217.41
2024-03-03,ATM WITHDRAWAL,2266.05,debit,592.86
2024-03-05,PAYROLL DEPOSIT,10048.2,credit,9375.12
2024-03-05,UTILITY BILL,1157.53,debit,2844.16
2024-03-08,SUBSCRIPTION SERVICE,1817.43,debit,9481.21
2024-03-16,SUBSCRIPTION SERVICE,648.88,debit,6298.08
2024-03-20,RESTAURANT,1427.79,debit,3684.38
2024-03-20,UTILITY BILL,482.02,debit,2312.9
2024-03-22,GROCERY STORE,804.34,debit,11602.52
2024-03-24,RESTAURANT,740.15,debit,4736.48
2024-03-25,SUBSCRIPTION SERVICE,592.28,debit,11695.88
2024-03-25,SUBSCRIPTION SERVICE,1619.08,debit,6372.86
2024-04-01,UTILITY BILL,1731.04,debit,6191.97
2024-04-02,ONLINE TRANSFER,1609.03,debit,2873.55
2024-04-05,PAYROLL DEPOSIT,10954.19,credit,10370.44
2024-04-06,GROCERY STORE,2145.48,debit,2118.31
2024-04-09,GROCERY STORE,1838.02,debit,2663.09
2024-04-09,INSURANCE PREMIUM,2226.98,debit,9596.4
2024-04-10,SUBSCRIPTION SERVICE,411.64,debit,7617.36
2024-04-12,RESTAURANT,514.68,debit,1654.83
2024-04-12,GROCERY STORE,2020.33,debit,6676.73
2024-04-13,RESTAURANT,1267.2,debit,8500.18
2024-04-15,ATM WITHDRAWAL,1137.75,debit,4551.89
2024-04-20,INSURANCE PREMIUM,482.4,debit,7535.83
2024-05-01,ONLINE TRANSFER,679.74,debit,1720.78
2024-05-03,RESTAURANT,936.88,debit,11668.0
2024-05-05,PAYROLL DEPOSIT,10333.5,credit,6596.3
2024-05-05,INSURANCE PREMIUM,1536.01,debit,11287.75
2024-05-06,SUBSCRIPTION SERVICE,1953.21,debit,7319.55
2024-05-10,RESTAURANT,1939.55,debit,7160.91
2024-05-10,UTILITY BILL,2129.99,debit,9696.51
2024-05-13,ONLINE TRANSFER,1563.14,debit,4511.29
2024-05-13,RENT PAYMENT,304.54,debit,11513.83
2024-05-21,ATM WITHDRAWAL,541.14,debit,4026.89
2024-05-23,UTILITY BILL,58.79,debit,2177.93
2024-05-26,UTILITY BILL,269.85,debit,4236.93
2024-05-27,UTILITY BILL,551.04,debit,2289.67
2024-06-01,UTILITY BILL,1881.86,debit,3330.38
2024-06-04,UTILITY BILL,2179.21,debit,10126.84
2024-06-04,ONLINE TRANSFER,588.1,debit,4926.59
2024-06-05,PAYROLL DEPOSIT,10517.54,credit,12971.28
2024-06-06,SUBSCRIPTION SERVICE,936.19,debit,1111.92
2024-06-07,RENT PAYMENT,377.33,debit,3374.52
2024-06-08,UTILITY BILL,2079.71,debit,4429.35
2024-06-09,RENT PAYMENT,28.05,debit,2545.49
2024-06-13,ONLINE TRANSFER,1986.76,debit,7664.31
2024-06-15,ONLINE TRANSFER,2107.08,debit,10606.08
2024-06-15,RENT PAYMENT,973.18,debit,3971.71
2024-06-16,ONLINE TRANSFER,29.84,debit,10120.14
2024-06-23,ATM WITHDRAWAL,2273.31,debit,3764.07
2024-07-01,ONLINE TRANSFER,1191.27,debit,1070.25
2024-07-01,ATM WITHDRAWAL,689.14,debit,2705.07
2024-07-01,GROCERY STORE,2265.51,debit,4380.5
2024-07-02,UTILITY BILL,1855.73,debit,505.23
2024-07-05,PAYROLL DEPOSIT,10952.55,credit,13856.57
2024-07-07,ONLINE TRANSFER,1667.85,debit,1487.78
2024-07-14,GROCERY STORE,1054.46,debit,9655.22
2024-07-15,UTILITY BILL,147.65,debit,7148.03
2024-07-17,ATM WITHDRAWAL,288.72,debit,2683.69
2024-07-20,SUBSCRIPTION SERVICE,858.13,debit,1274.81
2024-07-23,RESTAURANT,1098.18,debit,4636.05
2024-07-24,RESTAURANT,2317.32,debit,6543.13
2024-07-27,RENT PAYMENT,204.91,debit,7772.68
2024-07-27,RENT PAYMENT,430.34,debit,7780.74
2024-08-01,UTILITY BILL,1614.95,debit,1680.41
2024-08-01,ATM WITHDRAWAL,1388.77,debit,5551.32
2024-08-04,UTILITY BILL,835.27,debit,5457.59
2024-08-05,ONLINE TRANSFER,1269.37,debit,3837.22
2024-08-05,PAYROLL DEPOSIT,10837.43,credit,2966.7
2024-08-07,RENT PAYMENT,1423.23,debit,8594.73
2024-08-09,ONLINE TRANSFER,36.96,debit,1467.04
2024-08-11,RENT PAYMENT,1042.23,debit,2269.12
2024-08-13,RENT PAYMENT,442.06,debit,9866.06
2024-08-15,RENT PAYMENT,1849.56,debit,3996.2
2024-08-17,ONLINE TRANSFER,416.88,debit,7203.31
2024-08-18,UTILITY BILL,1674.12,debit,8860.81
2024-08-21,RESTAURANT,1459.61,debit,3771.86
2024-08-21,ATM WITHDRAWAL,1739.55,debit,5062.87
2024-09-01,RENT PAYMENT,2349.95,debit,7398.37
2024-09-05,PAYROLL DEPOSIT,10944.87,credit,12603.88
2024-09-08,RESTAURANT,1661.94,debit,5756.21
2024-09-09,INSURANCE PREMIUM,1020.05,debit,7678.78
2024-09-15,UTILITY BILL,1136.56,debit,10735.34
2024-09-19,UTILITY BILL,1733.76,debit,2189.07
2024-09-21,ONLINE TRANSFER,1760.57,debit,5512.16
2024-09-22,RENT PAYMENT,148.07,debit,10874.97
2024-09-26,ATM WITHDRAWAL,2374.57,debit,11443.93
2024-10-05,PAYROLL DEPOSIT,10952.62,credit,5370.4
2024-10-07,RENT PAYMENT,1367.0,debit,11241.99
2024-10-10,RENT PAYMENT,44.87,debit,2103.53
2024-10-10,RESTAURANT,2344.49,debit,11626.54
2024-10-11,SUBSCRIPTION SERVICE,2087.4,debit,7741.92
2024-10-14,ONLINE TRANSFER,998.45,debit,11340.7
2024-10-14,UTILITY BILL,2490.44,debit,11616.63
2024-10-15,RESTAURANT,273.81,debit,5130.38
2024-10-16,GROCERY STORE,1303.11,debit,10650.69
2024-10-18,RENT PAYMENT,2220.28,debit,3211.96
2024-10-20,RESTAURANT,1993.82,debit,8772.22
2024-10-21,GROCERY STORE,2233.23,debit,1631.3
2024-10-24,GROCERY STORE,1823.62,debit,2196.84
2024-11-02,ATM WITHDRAWAL,2139.09,debit,714.71
2024-11-02,ONLINE TRANSFER,148.49,debit,6699.43
2024-11-05,PAYROLL DEPOSIT,10918.98,credit,3224.96
