date,description,amount_usd,type,balance_usd
2024-01-02,SUBSCRIPTION SERVICE,1322.74,debit,11410.05
2024-01-05,PAYROLL DEPOSIT,10799.24,credit,14526.78
2024-01-06,RESTAURANT,1660.51,debit,3901.92
2024-01-08,SUBSCRIPTION SERVICE,392.84,debit,10480.3
2024-01-13,SUBSCRIPTION SERVICE,2358.87,debit,1989.01
2024-01-14,SUBSCRIPTION SERVICE,1739.21,debit,8911.8
2024-01-15,RENT PAYMENT,1491.0,debit,4054.45
2024-01-21,GROCERY STORE,751.44,debit,10352.84
2024-01-23,INSURANCE PREMIUM,1804.04,debit,11005.38
2024-01-26,SUBSCRIPTION SERVICE,1155.8,debit,3711.38
2024-01-27,ONLINE TRANSFER,583.61,debit,9420.62
2024-02-01,SUBSCRIPTION SERVICE,1406.41,debit,3853.02
2024-02-04,ONLINE TRANSFER,158.57,debit,10495.42
2024-02-04,RESTAURANT,183.75,debit,7814.63
2024-02-05,PAYROLL DEPOSIT,11150.3,credit,1142.42
2024-02-05,UTILITY BILL,916.92,debit,10259.12
2024-02-06,RESTAURANT,731.32,debit,11069.94
2024-02-10,GROCERY STORE,869.12,debit,4682.87
2024-02-10,RENT PAYMENT,320.33,debit,6281.77
2024-02-11,INSURANCE PREMIUM,901.63,debit,4509.52
2024-02-12,UTILITY BILL,1633.63,debit,11929.85
2024-02-16,RENT PAYMENT,724.78,debit,7309.6
2024-02-19,ONLINE TRANSFER,586.92,debit,8303.29
2024-02-19,RENT PAYMENT,1541.75,debit,2398.0
2024-02-22,SUBSCRIPTION SERVICE,2424.63,debit,1078.6
2024-02-23,UTILITY BILL,74.02,debit,7359.02
2024-02-26,ATM WITHDRAWAL,2232.75,debit,4528.2
2024-03-04,INSURANCE PREMIUM,2136.23,debit,2989.24
2024-03-05,PAYROLL DEPOSIT,11293.08,credit,8197.57
2024-03-09,UTILITY BILL,407.0,debit,2380.69
2024-03-16,RESTAURANT,1485.48,debit,7519.04
2024-03-17,UTILITY BILL,1989.49,debit,2598.61
2024-03-17,ONLINE TRANSFER,611.85,debit,11229.01
2024-03-25,ONLINE TRANSFER,2145.07,debit,7622.84
2024-03-27,ONLINE TRANSFER,1600.72,debit,1588.6
2024-03-27,SUBSCRIPTION SERVICE,538.99,debit,8446.15
2024-04-03,RESTAURANT,1922.69,debit,7809.94
2024-04-05,PAYROLL DEPOSIT,11257.88,credit,2102.2
2024-04-07,GROCERY STORE,653.23,debit,6147.52
2024-04-12,ONLINE TRANSFER,1925.05,debit,11708.79
2024-04-12,GROCERY STORE,1120.99,debit,7649.73
2024-04-15,SUBSCRIPTION SERVICE,1293.29,debit,11985.59
2024-04-15,INSURANCE PREMIUM,1678.45,debit,2633.28
2024-04-15,RENT PAYMENT,28.23,debit,9343.44
2024-04-17,RESTAURANT,1113.5,debit,11133.01
2024-04-20,RESTAURANT,342.4,debit,4349.17
2024-04-25,INSURANCE PREMIUM,464.68,debit,3436.76
