date,description,amount_usd,type,balance_usd
2024-01-03,UTILITY BILL,2064.44,debit,5643.52
2024-01-05,PAYROLL DEPOSIT,11040.25,credit,14320.47
2024-01-06,ATM WITHDRAWAL,2309.64,debit,8158.78
2024-01-08,ATM WITHDRAWAL,665.54,debit,11155.29
2024-01-08,INSURANCE PREMIUM,1221.18,debit,11849.81
2024-01-09,GROCERY STORE,1418.66,debit,2504.33
2024-01-09,UTILITY BILL,575.71,debit,3461.19
2024-01-12,UTILITY BILL,771.99,debit,882.6
2024-01-12,ONLINE TRANSFER,2384.51,debit,4632.53
2024-01-13,ATM WITHDRAWAL,2262.38,debit,11698.07
2024-01-14,RESTAURANT,107.88,debit,11781.13
2024-01-14,UTILITY BILL,2110.4,debit,9509.42
2024-01-18,GROCERY STORE,981.24,debit,6005.68
2024-01-21,ONLINE TRANSFER,2490.21,debit,886.59
2024-01-23,UTILITY BILL,1828.78,debit,7928.87
2024-01-23,ATM WITHDRAWAL,1511.52,debit,7362.65
2024-02-05,PAYROLL DEPOSIT,11133.27,credit,1077.8
2024-02-08,RENT PAYMENT,2152.0,debit,5057.63
2024-02-11,GROCERY STORE,119.7,debit,3878.68
2024-02-14,GROCERY STORE,719.49,debit,10794.57
2024-02-18,RESTAURANT,753.31,debit,11629.35
2024-02-19,SUBSCRIPTION SERVICE,890.5,debit,4654.74
2024-02-19,GROCERY STORE,746.36,debit,5241.95
2024-02-24,RENT PAYMENT,804.31,debit,5353.6
2024-02-27,ATM WITHDRAWAL,644.76,debit,5812.56
2024-03-03,UTILITY BILL,2469.6,debit,1789.21
2024-03-05,PAYROLL DEPOSIT,10648.79,credit,3693.83
2024-03-06,UTILITY BILL,1985.7,debit,4916.66
2024-03-12,RENT PAYMENT,1709.53,debit,4787.95
2024-03-15,UTILITY BILL,1944.19,debit,3452.31
2024-03-21,SUBSCRIPTION SERVICE,1514.05,debit,8992.51
2024-03-21,GROCERY STORE,1109.2,debit,10139.08
2024-03-26,UTILITY BILL,932.98,debit,4293.86
2024-03-26,GROCERY STORE,784.52,debit,1751.77
2024-04-01,ONLINE TRANSFER,926.37,debit,11406.07
2024-04-03,INSURANCE PREMIUM,267.11,debit,6363.8
2024-04-03,RESTAURANT,321.67,debit,5773.52
2024-04-05,INSURANCE PREMIUM,2197.67,debit,9913.42
2024-04-05,PAYROLL DEPOSIT,11258.62,credit,10572.68
2024-04-06,RENT PAYMENT,643.21,debit,4045.57
2024-04-09,UTILITY BILL,1572.09,debit,8443.98
2024-04-13,UTILITY BILL,2169.69,debit,10346.02
2024-04-13,ONLINE TRANSFER,709.6,debit,7327.71
2024-04-14,RESTAURANT,479.35,debit,10789.42
2024-04-17,ONLINE TRANSFER,1923.21,debit,11235.68
2024-04-17,RESTAURANT,1946.7,debit,2297.56
2024-04-19,ONLINE TRANSFER,2355.48,debit,8352.76
2024-04-20,SUBSCRIPTION SERVICE,163.62,debit,4665.55
2024-04-23,RESTAURANT,2162.59,debit,7776.22
2024-04-24,SUBSCRIPTION SERVICE,2144.76,debit,11662.32
2024-05-02,SUBSCRIPTION SERVICE,1092.68,debit,8483.3
2024-05-04,SUBSCRIPTION SERVICE,1884.82,debit,6001.81
2024-05-05,PAYROLL DEPOSIT,11218.33,credit,10943.37
2024-05-05,ONLINE TRANSFER,2290.31,debit,3942.38
2024-05-07,SUBSCRIPTION SERVICE,2314.58,debit,5706.79
2024-05-12,ATM WITHDRAWAL,2448.25,debit,1561.64
2024-05-14,SUBSCRIPTION SERVICE,780.4,debit,5505.0
2024-05-18,ONLINE TRANSFER,69.64,debit,557.11
2024-05-18,GROCERY STORE,817.64,debit,3653.14
2024-05-18,SUBSCRIPTION SERVICE,324.1,debit,1958.16
2024-05-21,RENT PAYMENT,1618.01,debit,3825.76
2024-05-21,ONLINE TRANSFER,973.53,debit,10283.46
2024-05-22,ONLINE TRANSFER,2244.66,debit,3198.22
2024-05-23,SUBSCRIPTION SERVICE,1409.17,debit,7906.23
2024-05-26,SUBSCRIPTION SERVICE,1056.79,debit,3428.4
2024-05-27,RENT PAYMENT,889.52,debit,6973.38
2024-06-05,PAYROLL DEPOSIT,11001.18,credit,1803.2
2024-06-07,ATM WITHDRAWAL,1062.74,debit,10359.55
2024-06-10,ATM WITHDRAWAL,2117.37,debit,5514.82
2024-06-11,RESTAURANT,1995.33,debit,8937.38
2024-06-11,SUBSCRIPTION SERVICE,2116.74,debit,10238.57
2024-06-14,ATM WITHDRAWAL,1446.4,debit,800.82
2024-06-15,RENT PAYMENT,963.76,debit,3410.86
2024-06-19,RESTAURANT,300.8,debit,5505.13
2024-06-22,ATM WITHDRAWAL,1450.63,debit,7959.4
2024-06-27,UTILITY BILL,1511.44,debit,10782.47
2024-07-05,PAYROLL DEPOSIT,11281.02,credit,12539.36
2024-07-09,ONLINE TRANSFER,905.2,debit,8924.47
2024-07-09,ONLINE TRANSFER,104.44,debit,9757.03
2024-07-09,ATM WITHDRAWAL,1156.56,debit,4223.35
2024-07-11,SUBSCRIPTION SERVICE,2362.71,debit,1137.16
2024-07-15,ONLINE TRANSFER,1967.04,debit,5990.89
