date,description,amount_usd,type,balance_usd
2024-01-03,UTILITY BILL,776.1,debit,2584.29
2024-01-05,PAYROLL DEPOSIT,8974.61,credit,13862.1
2024-01-06,GROCERY STORE,616.56,debit,9886.83
2024-01-10,ATM WITHDRAWAL,652.61,debit,7550.15
2024-01-11,GROCERY STORE,1368.12,debit,1300.78
2024-01-11,INSURANCE PREMIUM,448.35,debit,6100.66
2024-01-11,INSURANCE PREMIUM,1080.81,debit,4286.99
2024-01-14,SUBSCRIPTION SERVICE,2109.57,debit,8528.88
2024-01-16,ONLINE TRANSFER,1413.69,debit,2671.42
2024-01-19,INSURANCE PREMIUM,2012.75,debit,9593.29
2024-01-22,SUBSCRIPTION SERVICE,2036.12,debit,890.15
2024-01-23,ATM WITHDRAWAL,1787.07,debit,7128.62
2024-01-25,ATM WITHDRAWAL,2114.96,debit,1999.95
2024-01-26,RENT PAYMENT,2091.56,debit,11781.17
2024-02-03,UTILITY BILL,1627.94,debit,5638.53
2024-02-03,ONLINE TRANSFER,1748.85,debit,4167.63
2024-02-05,PAYROLL DEPOSIT,8917.0,credit,8006.86
2024-02-06,INSURANCE PREMIUM,1784.77,debit,6834.23
2024-02-14,SUBSCRIPTION SERVICE,1801.71,debit,8398.79
2024-02-24,UTILITY BILL,1048.97,debit,11197.51
2024-02-26,RENT PAYMENT,600.9,debit,8252.82
2024-02-26,RENT PAYMENT,1067.96,debit,10958.64
2024-02-27,ONLINE TRANSFER,778.96,debit,7169.52
2024-03-01,INSURANCE PREMIUM,2381.06,debit,8983.17
2024-03-01,ONLINE TRANSFER,1597.92,debit,4385.17
2024-03-03,SUBSCRIPTION SERVICE,51.64,debit,6896.14
2024-03-05,PAYROLL DEPOSIT,9225.67,credit,1646.56
2024-03-05,ONLINE TRANSFER,1407.4,debit,1533.42
2024-03-05,ONLINE TRANSFER,450.85,debit,8614.56
2024-03-07,RESTAURANT,797.18,debit,4531.95
2024-03-10,RESTAURANT,121.57,debit,3611.72
