date,description,amount_usd,type,balance_usd
2024-01-03,RESTAURANT,1512.12,debit,729.17
2024-01-05,PAYROLL DEPOSIT,9193.78,credit,1531.49
2024-01-07,ATM WITHDRAWAL,167.7,debit,2198.69
2024-01-13,INSURANCE PREMIUM,1473.32,debit,4370.45
2024-01-18,RENT PAYMENT,1940.43,debit,10234.53
2024-01-21,RESTAURANT,2019.98,debit,4418.73
2024-01-25,RENT PAYMENT,2298.58,debit,10209.27
2024-01-26,SUBSCRIPTION SERVICE,21.7,debit,11055.81
2024-01-27,ATM WITHDRAWAL,2402.19,debit,4796.29
2024-02-03,UTILITY BILL,2057.72,debit,8205.28
2024-02-03,RESTAURANT,1739.08,debit,4530.53
2024-02-05,INSURANCE PREMIUM,2129.88,debit,9364.55
2024-02-05,PAYROLL DEPOSIT,9333.51,credit,14662.05
2024-02-06,RESTAURANT,1606.32,debit,1697.27
2024-02-07,RENT PAYMENT,958.39,debit,8940.94
2024-02-07,GROCERY STORE,471.56,debit,4159.49
2024-02-07,SUBSCRIPTION SERVICE,368.8,debit,9071.45
2024-02-09,SUBSCRIPTION SERVICE,1836.81,debit,11644.67
2024-02-11,UTILITY BILL,1806.63,debit,1053.7
2024-02-12,SUBSCRIPTION SERVICE,1629.97,debit,2503.33
2024-02-14,RESTAURANT,880.09,debit,4174.46
2024-02-16,ATM WITHDRAWAL,1127.64,debit,3549.94
2024-02-19,ONLINE TRANSFER,335.82,debit,8881.56
2024-02-24,ATM WITHDRAWAL,573.63,debit,7272.93
2024-03-01,SUBSCRIPTION SERVICE,1767.17,debit,5460.22
2024-03-02,SUBSCRIPTION SERVICE,1976.05,debit,7147.64
2024-03-04,ONLINE TRANSFER,1658.28,debit,3920.11
2024-03-05,SUBSCRIPTION SERVICE,400.9,debit,4649.53
2024-03-05,PAYROLL DEPOSIT,9867.47,credit,7903.15
2024-03-06,ATM WITHDRAWAL,1374.14,debit,1666.43
2024-03-08,UTILITY BILL,143.1,debit,7075.35
2024-03-08,RESTAURANT,423.39,debit,1347.66
2024-03-10,UTILITY BILL,204.02,debit,2456.21
2024-03-13,UTILITY BILL,858.12,debit,11830.68
2024-03-15,RENT PAYMENT,1526.15,debit,5493.3
2024-03-15,GROCERY STORE,271.12,debit,2863.83
2024-03-19,GROCERY STORE,751.37,debit,4165.24
2024-03-21,INSURANCE PREMIUM,419.04,debit,1362.53
2024-03-21,RESTAURANT,1035.01,debit,6872.29
2024-04-02,UTILITY BILL,784.72,debit,5070.87
2024-04-02,SUBSCRIPTION SERVICE,1440.33,debit,3209.88
2024-04-04,INSURANCE PREMIUM,478.51,debit,10683.17
2024-04-05,PAYROLL DEPOSIT,9433.28,credit,5123.69
2024-04-06,SUBSCRIPTION SERVICE,2239.3,debit,3547.55
2024-04-11,ONLINE TRANSFER,1419.33,debit,2238.0
2024-04-15,ONLINE TRANSFER,2443.1,debit,5946.06
2024-04-18,INSURANCE PREMIUM,2414.76,debit,8401.28
2024-04-18,UTILITY BILL,232.55,debit,4453.6
2024-04-18,RESTAURANT,260.53,debit,2879.96
2024-04-18,SUBSCRIPTION SERVICE,1173.34,debit,3101.79
2024-04-19,ATM WITHDRAWAL,482.73,debit,1013.09
2024-04-19,ONLINE TRANSFER,215.81,debit,10881.94
2024-04-22,INSURANCE PREMIUM,2427.35,debit,7281.85
2024-04-23,GROCERY STORE,1265.21,debit,10855.23
2024-04-25,GROCERY STORE,2105.18,debit,9911.66
2024-05-01,GROCERY STORE,1970.65,debit,7665.17
2024-05-02,UTILITY BILL,2374.15,debit,5663.96
2024-05-03,RENT PAYMENT,2430.97,debit,9797.3
2024-05-05,PAYROLL DEPOSIT,9787.56,credit,10485.49
2024-05-06,UTILITY BILL,2313.82,debit,6970.86
2024-05-08,ATM WITHDRAWAL,2144.43,debit,6476.41
2024-05-10,RENT PAYMENT,2088.59,debit,3465.69
2024-05-13,RENT PAYMENT,125.84,debit,1401.24
2024-05-15,INSURANCE PREMIUM,299.05,debit,2220.89
2024-05-25,UTILITY BILL,235.83,debit,6898.19
2024-05-26,INSURANCE PREMIUM,520.76,debit,9959.49
2024-06-01,GROCERY STORE,857.91,debit,9627.0
2024-06-02,ONLINE TRANSFER,2436.06,debit,5595.77
2024-06-04,SUBSCRIPTION SERVICE,112.91,debit,3667.26
2024-06-05,PAYROLL DEPOSIT,9122.93,credit,5005.3
2024-06-05,INSURANCE PREMIUM,1857.54,debit,9234.17
2024-06-06,INSURANCE PREMIUM,675.06,debit,8030.06
2024-06-09,ATM WITHDRAWAL,688.16,debit,5292.89
2024-06-14,INSURANCE PREMIUM,116.18,debit,10730.1
2024-06-14,UTILITY BILL,486.08,debit,2930.99
2024-06-17,RENT PAYMENT,1553.25,debit,8329.35
2024-06-17,ATM WITHDRAWAL,1732.47,debit,1066.85
2024-06-17,UTILITY BILL,2431.79,debit,3121.51
2024-06-18,ONLINE TRANSFER,715.26,debit,6153.62
2024-06-26,SUBSCRIPTION SERVICE,2303.67,debit,10815.86
2024-07-05,PAYROLL DEPOSIT,9850.98,credit,12494.24
2024-07-05,RESTAURANT,699.46,debit,9970.32
2024-07-06,UTILITY BILL,791.59,debit,6328.15
2024-07-09,RESTAURANT,2095.7,debit,3369.14
2024-07-14,GROCERY STORE,450.87,debit,10564.58
2024-07-14,ATM WITHDRAWAL,873.74,debit,10133.02
2024-07-17,RENT PAYMENT,1955.68,debit,6529.29
2024-07-17,GROCERY STORE,620.01,debit,6121.05
2024-07-18,SUBSCRIPTION SERVICE,460.41,debit,10510.53
2024-07-23,INSURANCE PREMIUM,1595.82,debit,1924.54
2024-07-24,SUBSCRIPTION SERVICE,145.39,debit,4644.31
2024-08-01,ONLINE TRANSFER,88.08,debit,1070.99
2024-08-03,ONLINE TRANSFER,1071.04,debit,4829.47
2024-08-05,PAYROLL DEPOSIT,9272.75,credit,12632.18
2024-08-08,GROCERY STORE,2164.28,debit,11622.09
2024-08-12,ATM WITHDRAWAL,1158.32,debit,3009.4
2024-08-14,RESTAURANT,687.33,debit,5209.33
2024-08-15,RENT PAYMENT,1510.83,debit,597.33
2024-08-19,RESTAURANT,2145.64,debit,7944.87
2024-08-23,GROCERY STORE,1195.76,debit,2021.61
2024-08-24,ONLINE TRANSFER,1528.69,debit,11344.56
2024-09-05,RESTAURANT,871.05,debit,8703.75
2024-09-05,PAYROLL DEPOSIT,9314.07,credit,8288.93
2024-09-07,ONLINE TRANSFER,2269.14,debit,5152.89
2024-09-08,ATM WITHDRAWAL,2156.5,debit,3503.19
2024-09-09,INSURANCE PREMIUM,1658.12,debit,8328.69
2024-09-11,RESTAURANT,2251.22,debit,9762.44
2024-09-14,ONLINE TRANSFER,2116.64,debit,10167.34
2024-09-15,ATM WITHDRAWAL,1412.41,debit,7328.38
2024-09-15,UTILITY BILL,853.98,debit,3679.56
2024-09-15,SUBSCRIPTION SERVICE,2268.19,debit,8226.49
2024-09-17,UTILITY BILL,38.22,debit,11993.44
2024-09-17,ONLINE TRANSFER,760.22,debit,1743.2
2024-09-18,GROCERY STORE,1645.39,debit,11970.89
2024-09-21,ONLINE TRANSFER,487.13,debit,6448.88
2024-09-25,GROCERY STORE,1465.9,debit,11939.67
2024-10-03,ONLINE TRANSFER,1044.51,debit,10514.77
2024-10-05,PAYROLL DEPOSIT,9859.82,credit,3535.9
2024-10-06,UTILITY BILL,1191.1,debit,2737.25
2024-10-07,RENT PAYMENT,2368.37,debit,10845.3
2024-10-12,SUBSCRIPTION SERVICE,337.3,debit,3474.5
2024-10-13,UTILITY BILL,2171.39,debit,4889.2
2024-10-15,UTILITY BILL,1186.93,debit,10463.52
2024-10-20,ONLINE TRANSFER,1062.77,debit,10698.7
2024-10-22,UTILITY BILL,571.19,debit,3068.27
2024-10-27,ATM WITHDRAWAL,666.19,debit,3881.59
2024-11-02,RENT PAYMENT,1951.77,debit,6107.18
2024-11-04,ATM WITHDRAWAL,2376.17,debit,10758.07
2024-11-05,PAYROLL DEPOSIT,9170.24,credit,14892.87
2024-11-05,INSURANCE PREMIUM,2468.24,debit,10767.72
2024-11-08,RESTAURANT,64.43,debit,547.42
2024-11-09,RENT PAYMENT,797.27,debit,1167.16
2024-11-11,RENT PAYMENT,1449.17,debit,2322.0
2024-11-11,SUBSCRIPTION SERVICE,698.35,debit,9253.72
2024-11-15,ONLINE TRANSFER,339.75,debit,4910.83
2024-11-16,INSURANCE PREMIUM,1020.42,debit,11601.27
2024-11-17,SUBSCRIPTION SERVICE,375.2,debit,10417.53
2024-11-17,RESTAURANT,581.14,debit,10585.33
2024-11-18,INSURANCE PREMIUM,31.58,debit,6638.5
2024-11-27,UTILITY BILL,340.93,debit,5487.68
2024-12-02,ATM WITHDRAWAL,1095.49,debit,8397.97
2024-12-05,PAYROLL DEPOSIT,9586.33,credit,3338.28
2024-12-06,RENT PAYMENT,869.98,debit,10865.91
2024-12-13,INSURANCE PREMIUM,67.43,debit,3079.7
2024-12-13,RENT PAYMENT,543.75,debit,752.0
2024-12-16,GROCERY STORE,950.48,debit,7863.69
2024-12-23,RENT PAYMENT,325.44,debit,8677.77
2024-12-24,ONLINE TRANSFER,2372.19,debit,5743.15
2024-12-27,ATM WITHDRAWAL,1880.29,debit,2396.16
