date,description,amount_usd,type,balance_usd
2024-01-01,RENT PAYMENT,1212.71,debit,2342.91
2024-01-02,INSURANCE PREMIUM,2236.49,debit,5882.05
2024-01-04,ONLINE TRANSFER,537.71,debit,8934.8
2024-01-05,PAYROLL DEPOSIT,7684.94,credit,1657.93
2024-01-05,RESTAURANT,1740.36,debit,11967.51
2024-01-05,RENT PAYMENT,1594.57,debit,10377.82
2024-01-15,RENT PAYMENT,1361.24,debit,11484.0
2024-01-15,UTILITY BILL,643.3,debit,6891.21
2024-01-18,UTILITY BILL,166.87,debit,5219.32
2024-01-19,RENT PAYMENT,948.69,debit,1651.59
2024-01-22,RESTAURANT,2111.23,debit,9137.7
2024-01-23,INSURANCE PREMIUM,2148.57,debit,3701.85
2024-01-24,RENT PAYMENT,1809.44,debit,3949.92
2024-01-27,INSURANCE PREMIUM,755.31,debit,10861.0
2024-02-04,ONLINE TRANSFER,1906.25,debit,623.84
2024-02-05,PAYROLL DEPOSIT,8023.23,credit,14670.37
2024-02-06,SUBSCRIPTION SERVICE,595.81,debit,5540.13
2024-02-06,RENT PAYMENT,530.46,debit,2137.7
2024-02-07,UTILITY BILL,1311.14,debit,6528.77
2024-02-12,INSURANCE PREMIUM,1486.71,debit,3358.59
2024-02-13,ATM WITHDRAWAL,194.92,debit,11578.61
2024-02-14,INSURANCE PREMIUM,1970.06,debit,7929.97
2024-02-17,RENT PAYMENT,194.6,debit,11758.42
2024-02-18,UTILITY BILL,1362.32,debit,7515.41
2024-02-23,ATM WITHDRAWAL,2190.58,debit,11419.11
2024-02-25,ONLINE TRANSFER,368.29,debit,5116.57
2024-03-05,PAYROLL DEPOSIT,7309.84,credit,12731.68
2024-03-05,UTILITY BILL,1788.48,debit,6083.81
2024-03-07,SUBSCRIPTION SERVICE,2095.04,debit,11577.31
2024-03-12,ONLINE TRANSFER,2108.97,debit,8923.09
2024-03-15,RENT PAYMENT,2193.08,debit,8451.52
2024-03-17,INSURANCE PREMIUM,160.5,debit,1709.69
2024-03-18,UTILITY BILL,1574.71,debit,5397.97
2024-03-23,ONLINE TRANSFER,2458.05,debit,1455.57
2024-03-23,ONLINE TRANSFER,1607.86,debit,4281.54
2024-03-23,SUBSCRIPTION SERVICE,569.04,debit,5488.32
2024-03-25,ATM WITHDRAWAL,618.41,debit,10274.6
2024-03-27,UTILITY BILL,239.66,debit,8915.23
2024-03-27,SUBSCRIPTION SERVICE,1900.98,debit,3083.28
2024-04-01,ATM WITHDRAWAL,2434.48,debit,3360.06
2024-04-05,PAYROLL DEPOSIT,7482.06,credit,14962.24
2024-04-08,INSURANCE PREMIUM,2041.9,debit,8760.32
2024-04-08,SUBSCRIPTION SERVICE,1441.9,debit,6511.8
2024-04-08,RENT PAYMENT,79.88,debit,11378.42
2024-04-10,INSURANCE PREMIUM,1524.44,debit,10509.52
2024-04-10,INSURANCE PREMIUM,124.41,debit,1739.67
2024-04-11,SUBSCRIPTION SERVICE,1963.6,debit,4231.89
2024-04-16,GROCERY STORE,1828.06,debit,10268.45
2024-04-17,GROCERY STORE,881.32,debit,9563.57
2024-04-20,RESTAURANT,914.54,debit,8235.01
2024-04-21,INSURANCE PREMIUM,2036.64,debit,7723.36
2024-04-23,ONLINE TRANSFER,909.3,debit,8354.63
2024-04-24,UTILITY BILL,744.85,debit,5239.66
2024-04-25,INSURANCE PREMIUM,1679.29,debit,794.87
2024-04-27,UTILITY BILL,1447.55,debit,1850.94
2024-05-03,RESTAURANT,676.41,debit,8635.05
2024-05-03,ATM WITHDRAWAL,892.48,debit,6689.7
2024-05-05,PAYROLL DEPOSIT,7814.07,credit,9887.3
2024-05-09,RENT PAYMENT,2114.91,debit,10351.43
2024-05-09,RESTAURANT,805.0,debit,4017.1
2024-05-10,RESTAURANT,1405.02,debit,10430.05
2024-05-22,SUBSCRIPTION SERVICE,1605.9,debit,9200.49
2024-05-23,ATM WITHDRAWAL,1856.95,debit,9163.17
2024-05-24,ATM WITHDRAWAL,855.76,debit,5534.34
2024-05-25,UTILITY BILL,1605.84,debit,4098.63
2024-05-27,ATM WITHDRAWAL,1891.83,debit,11532.05
2024-06-03,RESTAURANT,380.53,debit,3913.12
2024-06-05,PAYROLL DEPOSIT,7525.74,credit,2560.73
2024-06-05,INSURANCE PREMIUM,2133.48,debit,2176.3
2024-06-07,ONLINE TRANSFER,1541.28,debit,11663.57
2024-06-09,ATM WITHDRAWAL,1341.41,debit,5062.7
2024-06-12,UTILITY BILL,244.54,debit,7376.65
2024-06-13,GROCERY STORE,629.84,debit,2282.64
2024-06-15,RESTAURANT,628.47,debit,3097.08
2024-06-19,ONLINE TRANSFER,1896.79,debit,6689.93
2024-06-21,ATM WITHDRAWAL,2498.61,debit,5589.16
2024-06-23,ONLINE TRANSFER,85.37,debit,3081.39
2024-06-23,INSURANCE PREMIUM,1553.81,debit,1373.26
2024-06-26,INSURANCE PREMIUM,276.99,debit,11494.86
2024-07-03,UTILITY BILL,2452.91,debit,9518.51
2024-07-03,RESTAURANT,1042.56,debit,10250.9
2024-07-05,PAYROLL DEPOSIT,8017.48,credit,13005.44
2024-07-05,RENT PAYMENT,817.72,debit,10015.65
2024-07-07,RESTAURANT,1992.98,debit,7158.02
2024-07-07,RESTAURANT,1173.91,debit,7103.98
2024-07-12,INSURANCE PREMIUM,180.35,debit,11951.57
2024-07-13,RESTAURANT,813.98,debit,4606.35
2024-07-14,RESTAURANT,1805.86,debit,8751.99
2024-07-14,GROCERY STORE,1161.39,debit,5535.52
2024-07-16,SUBSCRIPTION SERVICE,1048.02,debit,6839.1
2024-07-18,INSURANCE PREMIUM,1872.05,debit,8627.58
2024-07-18,SUBSCRIPTION SERVICE,1347.69,debit,1705.29
2024-07-20,ATM WITHDRAWAL,924.0,debit,11143.32
2024-07-24,INSURANCE PREMIUM,1575.59,debit,10718.95
2024-07-24,ATM WITHDRAWAL,2012.5,debit,3530.91
2024-08-01,ATM WITHDRAWAL,1202.03,debit,8622.55
2024-08-02,RENT PAYMENT,2465.79,debit,2974.85
2024-08-04,UTILITY BILL,1711.38,debit,1252.25
2024-08-05,PAYROLL DEPOSIT,7295.4,credit,7278.56
2024-08-06,ONLINE TRANSFER,1432.99,debit,11394.54
2024-08-10,GROCERY STORE,1789.76,debit,6144.31
2024-08-24,INSURANCE PREMIUM,377.7,debit,6705.55
2024-08-25,SUBSCRIPTION SERVICE,788.37,debit,8517.87
2024-08-25,ONLINE TRANSFER,839.72,debit,7053.36
2024-09-05,PAYROLL DEPOSIT,7800.45,credit,5402.42
2024-09-06,RESTAURANT,637.02,debit,7417.54
2024-09-11,INSURANCE PREMIUM,2016.19,debit,4884.84
2024-09-12,UTILITY BILL,2366.44,debit,7101.03
2024-09-14,SUBSCRIPTION SERVICE,1827.09,debit,4315.59
2024-09-16,UTILITY BILL,1941.06,debit,1316.65
2024-09-16,RENT PAYMENT,2092.63,debit,839.11
2024-09-20,UTILITY BILL,1333.83,debit,8899.37
2024-09-26,GROCERY STORE,1786.04,debit,4621.02
2024-10-04,UTILITY BILL,791.76,debit,2540.23
2024-10-04,ATM WITHDRAWAL,1140.28,debit,1581.32
2024-10-05,PAYROLL DEPOSIT,7641.92,credit,12861.72
2024-10-07,ATM WITHDRAWAL,2151.21,debit,11490.68
2024-10-07,ONLINE TRANSFER,70.59,debit,7470.83
2024-10-11,GROCERY STORE,830.61,debit,4022.03
2024-10-21,GROCERY STORE,2409.73,debit,6584.89
2024-10-23,RENT PAYMENT,666.05,debit,2806.98
2024-10-23,ATM WITHDRAWAL,2464.38,debit,7779.58
2024-10-25,GROCERY STORE,1713.12,debit,1598.14
2024-10-27,INSURANCE PREMIUM,2200.08,debit,6246.34
2024-11-02,RESTAURANT,2439.92,debit,1615.11
2024-11-02,RENT PAYMENT,2493.41,debit,11079.99
2024-11-05,PAYROLL DEPOSIT,7422.86,credit,9692.21
2024-11-09,RENT PAYMENT,2252.57,debit,6222.99
2024-11-10,SUBSCRIPTION SERVICE,2322.94,debit,6801.77
2024-11-16,SUBSCRIPTION SERVICE,1771.79,debit,10616.23
2024-11-16,RENT PAYMENT,1278.18,debit,9865.16
2024-11-19,SUBSCRIPTION SERVICE,95.25,debit,945.9
2024-11-19,ONLINE TRANSFER,287.28,debit,8354.87
2024-11-21,UTILITY BILL,2021.87,debit,4084.15
2024-11-23,RENT PAYMENT,1507.3,debit,7100.83
2024-12-03,INSURANCE PREMIUM,1897.17,debit,7896.78
2024-12-05,PAYROLL DEPOSIT,7576.37,credit,7271.1
2024-12-05,RESTAURANT,746.54,debit,7702.9
2024-12-06,UTILITY BILL,859.09,debit,4705.48
2024-12-10,ONLINE TRANSFER,814.38,debit,5650.9
2024-12-13,INSURANCE PREMIUM,123.14,debit,1174.18
2024-12-14,RESTAURANT,2401.76,debit,6143.83
2024-12-20,SUBSCRIPTION SERVICE,2031.05,debit,10961.18
2024-12-20,UTILITY BILL,2122.48,debit,1545.96
2024-12-27,ATM WITHDRAWAL,2281.43,debit,6974.46
