date,description,amount_usd,type,balance_usd
2024-01-01,INSURANCE PREMIUM,2202.71,debit,1870.04
2024-01-03,ONLINE TRANSFER,2214.06,debit,2387.66
2024-01-04,RENT PAYMENT,770.83,debit,7667.18
2024-01-05,PAYROLL DEPOSIT,6137.27,credit,9464.17
2024-01-06,GROCERY STORE,2382.4,debit,863.38
2024-01-06,SUBSCRIPTION SERVICE,1914.75,debit,7041.84
2024-01-13,SUBSCRIPTION SERVICE,1235.82,debit,3509.15
2024-01-13,INSURANCE PREMIUM,353.53,debit,8730.82
2024-01-14,SUBSCRIPTION SERVICE,1985.97,debit,2822.22
2024-01-18,UTILITY BILL,1659.48,debit,6479.41
2024-01-18,SUBSCRIPTION SERVICE,800.11,debit,4827.87
2024-01-19,SUBSCRIPTION SERVICE,1656.99,debit,8381.8
2024-01-20,ATM WITHDRAWAL,2027.51,debit,6716.08
2024-01-26,SUBSCRIPTION SERVICE,109.23,debit,2534.0
2024-02-05,ONLINE TRANSFER,814.8,debit,823.69
2024-02-05,GROCERY STORE,337.93,debit,4713.72
2024-02-05,PAYROLL DEPOSIT,6386.54,credit,7662.75
2024-02-07,GROCERY STORE,1917.68,debit,7689.26
2024-02-12,RESTAURANT,634.08,debit,7952.95
2024-02-13,UTILITY BILL,2277.76,debit,1253.25
2024-02-21,ONLINE TRANSFER,303.89,debit,2452.46
2024-02-24,INSURANCE PREMIUM,261.43,debit,4469.14
2024-02-25,GROCERY STORE,990.63,debit,6188.95
2024-02-27,INSURANCE PREMIUM,1550.01,debit,4556.78
2024-02-27,ATM WITHDRAWAL,1041.59,debit,1149.17
2024-03-03,ATM WITHDRAWAL,433.24,debit,3944.49
2024-03-05,PAYROLL DEPOSIT,6365.11,credit,1523.29
2024-03-05,UTILITY BILL,2104.14,debit,6662.09
2024-03-09,INSURANCE PREMIUM,2015.42,debit,7682.58
2024-03-12,ONLINE TRANSFER,677.58,debit,3919.18
2024-03-19,SUBSCRIPTION SERVICE,1079.22,debit,4494.14
2024-03-20,INSURANCE PREMIUM,819.6,debit,1623.85
2024-03-21,GROCERY STORE,2464.7,debit,4843.98
2024-03-21,ATM WITHDRAWAL,1251.89,debit,9831.76
2024-03-23,SUBSCRIPTION SERVICE,268.14,debit,8263.78
2024-03-23,ATM WITHDRAWAL,697.95,debit,7013.93
2024-03-23,UTILITY BILL,1799.91,debit,7149.22
2024-03-25,UTILITY BILL,1635.81,debit,3971.24
2024-03-25,INSURANCE PREMIUM,681.21,debit,8503.52
2024-03-25,INSURANCE PREMIUM,520.36,debit,7807.61
2024-04-01,GROCERY STORE,1577.05,debit,6436.58
2024-04-02,SUBSCRIPTION SERVICE,1685.47,debit,6796.97
2024-04-04,RESTAURANT,301.63,debit,2707.03
2024-04-05,PAYROLL DEPOSIT,6533.59,credit,7060.75
2024-04-14,RENT PAYMENT,1450.57,debit,2948.96
2024-04-14,GROCERY STORE,1315.23,debit,4689.16
2024-04-15,RENT PAYMENT,616.13,debit,9083.99
