date,description,amount_usd,type,balance_usd
2024-01-02,INSURANCE PREMIUM,330.61,debit,1312.97
2024-01-03,ATM WITHDRAWAL,1465.09,debit,4371.44
2024-01-05,PAYROLL DEPOSIT,3302.68,credit,13781.21
2024-01-06,GROCERY STORE,1861.39,debit,7541.84
2024-01-08,ATM WITHDRAWAL,749.48,debit,7191.1
2024-01-09,RESTAURANT,2046.49,debit,9981.38
2024-01-11,ATM WITHDRAWAL,200.94,debit,9483.14
2024-01-13,ATM WITHDRAWAL,1151.05,debit,6302.54
2024-01-23,ONLINE TRANSFER,1875.67,debit,2373.16
2024-01-24,RESTAURANT,1655.43,debit,4575.45
2024-01-24,GROCERY STORE,2033.43,debit,10987.46
2024-01-25,ONLINE TRANSFER,1390.06,debit,9008.25
2024-02-03,RENT PAYMENT,608.4,debit,2044.54
2024-02-04,SUBSCRIPTION SERVICE,2111.33,debit,9548.73
2024-02-05,PAYROLL DEPOSIT,3403.52,credit,10855.99
2024-02-14,INSURANCE PREMIUM,588.86,debit,9197.56
2024-02-14,GROCERY STORE,644.49,debit,6149.22
2024-02-15,GROCERY STORE,1499.69,debit,6225.67
2024-02-19,ATM WITHDRAWAL,285.99,debit,3149.51
2024-02-22,GROCERY STORE,2358.1,debit,4354.51
2024-02-23,SUBSCRIPTION SERVICE,2209.6,debit,10914.51
2024-02-26,SUBSCRIPTION SERVICE,2173.57,debit,11514.57
2024-03-01,UTILITY BILL,778.42,debit,10174.52
2024-03-04,RESTAURANT,611.74,debit,11862.28
2024-03-05,PAYROLL DEPOSIT,3427.14,credit,3782.11
2024-03-11,UTILITY BILL,195.1,debit,2354.16
2024-03-13,ATM WITHDRAWAL,2371.02,debit,5365.78
2024-03-14,RENT PAYMENT,1299.57,debit,5575.51
2024-03-19,SUBSCRIPTION SERVICE,1859.47,debit,10293.51
2024-03-21,RESTAURANT,896.2,debit,10398.27
2024-03-23,RESTAURANT,1590.59,debit,6767.41
2024-03-25,ATM WITHDRAWAL,2195.77,debit,11473.5
2024-03-26,SUBSCRIPTION SERVICE,2230.05,debit,3000.76
2024-04-03,RESTAURANT,1668.55,debit,11570.42
2024-04-04,UTILITY BILL,1130.39,debit,2049.23
2024-04-05,PAYROLL DEPOSIT,3395.99,credit,14948.36
2024-04-05,SUBSCRIPTION SERVICE,2157.46,debit,10321.42
2024-04-06,ONLINE TRANSFER,1689.86,debit,802.99
2024-04-07,GROCERY STORE,623.77,debit,5301.04
2024-04-09,ATM WITHDRAWAL,1793.85,debit,8291.37
2024-04-11,ONLINE TRANSFER,207.99,debit,3407.51
