date,description,amount_usd,type,balance_usd
2024-01-01,GROCERY STORE,1723.8,debit,9193.42
2024-01-03,ONLINE TRANSFER,812.23,debit,5912.34
2024-01-05,PAYROLL DEPOSIT,3365.38,credit,9739.63
2024-01-05,RENT PAYMENT,2255.78,debit,3690.75
2024-01-05,GROCERY STORE,2476.36,debit,7844.98
2024-01-07,GROCERY STORE,2104.52,debit,5487.79
2024-01-10,ATM WITHDRAWAL,79.47,debit,3304.65
2024-01-10,ATM WITHDRAWAL,679.87,debit,3423.8
2024-01-11,RESTAURANT,1939.98,debit,7080.71
2024-01-13,RENT PAYMENT,2279.71,debit,3648.76
2024-01-13,UTILITY BILL,1087.82,debit,1143.75
2024-01-14,GROCERY STORE,1163.07,debit,9702.91
2024-01-14,RESTAURANT,2123.96,debit,2196.27
2024-01-20,GROCERY STORE,1052.7,debit,7704.59
2024-01-24,UTILITY BILL,646.4,debit,4407.91
2024-02-05,SUBSCRIPTION SERVICE,1914.62,debit,3429.33
2024-02-05,PAYROLL DEPOSIT,3398.22,credit,10198.81
2024-02-05,UTILITY BILL,904.21,debit,8016.12
2024-02-06,RENT PAYMENT,745.91,debit,9222.02
2024-02-12,RENT PAYMENT,408.4,debit,9937.93
2024-02-16,ATM WITHDRAWAL,904.94,debit,8958.74
2024-02-20,GROCERY STORE,1282.35,debit,10384.55
2024-02-24,ATM WITHDRAWAL,363.96,debit,10214.55
2024-02-26,UTILITY BILL,443.35,debit,11069.77
2024-02-27,RENT PAYMENT,1278.96,debit,8221.95
2024-03-05,PAYROLL DEPOSIT,3379.6,credit,8665.61
2024-03-09,GROCERY STORE,1203.52,debit,3121.69
2024-03-10,RENT PAYMENT,1975.05,debit,3256.65
2024-03-15,ATM WITHDRAWAL,2412.85,debit,10286.93
2024-03-15,RENT PAYMENT,1226.13,debit,7404.07
2024-03-17,RENT PAYMENT,710.82,debit,11057.45
2024-03-17,UTILITY BILL,594.58,debit,7409.02
2024-03-18,RENT PAYMENT,1054.3,debit,5446.28
2024-03-19,RENT PAYMENT,926.13,debit,9031.49
2024-03-23,RESTAURANT,154.36,debit,9910.86
2024-04-01,ONLINE TRANSFER,2344.64,debit,6378.31
2024-04-01,ONLINE TRANSFER,402.81,debit,8910.44
2024-04-02,ATM WITHDRAWAL,2437.0,debit,9170.41
2024-04-05,RESTAURANT,1214.94,debit,5019.32
2024-04-05,PAYROLL DEPOSIT,3170.24,credit,14443.96
2024-04-08,ONLINE TRANSFER,542.01,debit,7216.37
2024-04-09,RESTAURANT,2463.64,debit,6511.47
2024-04-09,SUBSCRIPTION SERVICE,1658.76,debit,4347.67
2024-04-13,INSURANCE PREMIUM,1645.29,debit,10039.12
