date,description,amount_usd,type,balance_usd
2024-01-01,ATM WITHDRAWAL,425.31,debit,10388.96
2024-01-02,GROCERY STORE,1555.36,debit,10772.42
2024-01-05,PAYROLL DEPOSIT,10851.72,credit,4730.88
2024-01-05,UTILITY BILL,1873.65,debit,2642.85
2024-01-07,INSURANCE PREMIUM,703.58,debit,5608.48
2024-01-09,SUBSCRIPTION SERVICE,1633.3,debit,8181.82
2024-01-11,ATM WITHDRAWAL,617.11,debit,11632.76
2024-01-25,SUBSCRIPTION SERVICE,1381.58,debit,1209.99
2024-01-25,INSURANCE PREMIUM,1343.07,debit,7981.27
2024-01-26,GROCERY STORE,1529.57,debit,4354.22
2024-02-02,UTILITY BILL,1835.27,debit,9764.43
2024-02-04,GROCERY STORE,83.29,debit,3446.04
2024-02-05,PAYROLL DEPOSIT,10273.13,credit,3286.56
2024-02-05,RESTAURANT,111.79,debit,11800.64
2024-02-06,RESTAURANT,60.37,debit,11512.6
2024-02-07,INSURANCE PREMIUM,1522.88,debit,3919.08
2024-02-11,RENT PAYMENT,2498.0,debit,3757.14
2024-02-11,GROCERY STORE,1109.52,debit,8534.27
2024-02-13,GROCERY STORE,1161.3,debit,1412.31
2024-02-14,UTILITY BILL,355.31,debit,11994.74
2024-02-20,ONLINE TRANSFER,1318.8,debit,606.59
2024-02-20,RENT PAYMENT,279.87,debit,8997.24
2024-02-24,SUBSCRIPTION SERVICE,782.33,debit,7243.74
2024-02-26,GROCERY STORE,1834.71,debit,8931.37
2024-02-27,UTILITY BILL,2070.03,debit,8065.78
2024-03-01,ONLINE TRANSFER,1315.52,debit,4473.98
2024-03-02,UTILITY BILL,843.69,debit,741.73
2024-03-05,PAYROLL DEPOSIT,10271.76,credit,13434.47
2024-03-12,RENT PAYMENT,201.99,debit,5771.83
2024-03-15,INSURANCE PREMIUM,58.24,debit,5452.51
2024-03-16,ONLINE TRANSFER,1718.94,debit,2879.86
2024-03-21,GROCERY STORE,558.23,debit,4690.97
2024-03-23,GROCERY STORE,2005.77,debit,4760.39
2024-03-23,ATM WITHDRAWAL,1625.76,debit,3573.65
2024-03-26,SUBSCRIPTION SERVICE,1383.09,debit,947.31
2024-04-05,PAYROLL DEPOSIT,10336.83,credit,4721.69
2024-04-05,SUBSCRIPTION SERVICE,483.2,debit,4152.37
2024-04-07,ATM WITHDRAWAL,45.84,debit,3429.68
2024-04-07,RESTAURANT,672.85,debit,911.26
2024-04-08,UTILITY BILL,870.05,debit,3148.84
2024-04-09,INSURANCE PREMIUM,451.93,debit,8836.44
2024-04-16,UTILITY BILL,1624.95,debit,5351.41
2024-04-17,UTILITY BILL,311.35,debit,10932.97
2024-04-21,UTILITY BILL,655.02,debit,9141.15
2024-04-23,INSURANCE PREMIUM,304.85,debit,11593.07
2024-04-25,SUBSCRIPTION SERVICE,1195.84,debit,8380.94
2024-05-03,SUBSCRIPTION SERVICE,516.17,debit,10811.92
2024-05-05,PAYROLL DEPOSIT,10194.41,credit,12891.02
2024-05-07,RENT PAYMENT,381.15,debit,5545.18
2024-05-12,ATM WITHDRAWAL,1839.48,debit,6776.01
2024-05-12,INSURANCE PREMIUM,1692.15,debit,1975.78
2024-05-16,RENT PAYMENT,765.59,debit,730.01
2024-05-16,INSURANCE PREMIUM,1803.64,debit,896.55
2024-05-18,ONLINE TRANSFER,815.78,debit,8833.0
2024-05-25,RESTAURANT,2035.16,debit,5186.36
2024-06-01,RENT PAYMENT,1300.54,debit,5645.84
2024-06-04,ONLINE TRANSFER,1837.79,debit,4357.46
