date,description,amount_usd,type,balance_usd
2024-01-01,UTILITY BILL,1691.61,debit,10834.36
2024-01-05,PAYROLL DEPOSIT,3487.56,credit,11588.01
2024-01-06,ATM WITHDRAWAL,1843.9,debit,6601.33
2024-01-06,GROCERY STORE,1557.22,debit,9903.59
2024-01-08,GROCERY STORE,175.7,debit,4458.57
2024-01-08,RENT PAYMENT,998.78,debit,10114.46
2024-01-12,SUBSCRIPTION SERVICE,49.76,debit,9059.09
2024-01-15,ONLINE TRANSFER,561.28,debit,3385.92
2024-01-18,ATM WITHDRAWAL,1751.23,debit,7463.33
2024-01-20,UTILITY BILL,809.63,debit,9370.94
2024-01-24,ONLINE TRANSFER,1511.85,debit,6326.53
2024-01-27,ONLINE TRANSFER,717.99,debit,2354.54
2024-02-05,PAYROLL DEPOSIT,3524.86,credit,8968.82
2024-02-06,RENT PAYMENT,1010.56,debit,660.43
2024-02-07,RESTAURANT,255.22,debit,4999.85
2024-02-11,SUBSCRIPTION SERVICE,908.12,debit,9826.1
2024-02-12,INSURANCE PREMIUM,1169.79,debit,10839.53
2024-02-12,INSURANCE PREMIUM,1060.6,debit,781.52
2024-02-14,ATM WITHDRAWAL,2310.15,debit,10234.54
2024-02-16,RENT PAYMENT,394.58,debit,11379.49
2024-02-17,SUBSCRIPTION SERVICE,398.66,debit,8985.38
2024-02-18,ATM WITHDRAWAL,1259.24,debit,9279.24
2024-02-22,ATM WITHDRAWAL,1373.87,debit,9067.15
2024-02-23,RESTAURANT,1476.33,debit,991.04
2024-02-24,RENT PAYMENT,1974.9,debit,4886.76
2024-02-27,ATM WITHDRAWAL,1036.14,debit,10619.71
2024-03-03,SUBSCRIPTION SERVICE,992.74,debit,3990.5
2024-03-04,ONLINE TRANSFER,584.79,debit,6095.15
2024-03-05,PAYROLL DEPOSIT,3252.08,credit,5722.41
2024-03-05,RENT PAYMENT,603.18,debit,11348.39
2024-03-07,ATM WITHDRAWAL,2404.37,debit,1269.42
2024-03-09,RESTAURANT,1052.54,debit,649.13
