date,description,amount_usd,type,balance_usd
2024-01-03,ONLINE TRANSFER,2204.08,debit,9750.42
2024-01-05,PAYROLL DEPOSIT,7663.72,credit,10914.27
2024-01-05,GROCERY STORE,1670.91,debit,10728.95
2024-01-08,UTILITY BILL,1407.8,debit,7571.79
2024-01-09,ONLINE TRANSFER,722.65,debit,11299.98
2024-01-11,UTILITY BILL,480.27,debit,2643.0
2024-01-16,SUBSCRIPTION SERVICE,1092.05,debit,3357.36
2024-01-18,RESTAURANT,2352.27,debit,5484.43
2024-01-22,GROCERY STORE,1368.32,debit,3938.24
2024-01-23,SUBSCRIPTION SERVICE,1476.84,debit,2626.82
2024-01-26,UTILITY BILL,1886.67,debit,5240.46
2024-01-26,SUBSCRIPTION SERVICE,1306.52,debit,11351.83
2024-02-02,SUBSCRIPTION SERVICE,1627.65,debit,2732.43
2024-02-05,RENT PAYMENT,1908.83,debit,7391.62
2024-02-05,PAYROLL DEPOSIT,8252.95,credit,7089.51
2024-02-10,ATM WITHDRAWAL,2024.05,debit,5138.82
2024-02-13,RENT PAYMENT,1573.98,debit,9610.75
2024-02-13,SUBSCRIPTION SERVICE,1120.19,debit,10329.48
2024-02-15,ATM WITHDRAWAL,1305.34,debit,8355.64
2024-02-18,INSURANCE PREMIUM,1028.03,debit,5586.95
2024-02-18,RENT PAYMENT,506.04,debit,3710.21
2024-02-22,ONLINE TRANSFER,389.27,debit,9885.98
2024-02-23,ONLINE TRANSFER,701.54,debit,844.84
2024-02-23,INSURANCE PREMIUM,1325.66,debit,8133.14
2024-02-25,ATM WITHDRAWAL,638.32,debit,9819.3
2024-02-25,ONLINE TRANSFER,1531.27,debit,2440.79
2024-02-26,ONLINE TRANSFER,2332.01,debit,3458.3
2024-02-26,RESTAURANT,2457.24,debit,7043.92
2024-03-02,SUBSCRIPTION SERVICE,535.32,debit,6088.66
2024-03-05,PAYROLL DEPOSIT,8106.17,credit,1155.53
2024-03-05,UTILITY BILL,2397.67,debit,1899.95
2024-03-06,ONLINE TRANSFER,1918.87,debit,7275.22
2024-03-09,UTILITY BILL,525.31,debit,5257.25
2024-03-10,ONLINE TRANSFER,152.02,debit,4948.27
2024-03-10,INSURANCE PREMIUM,1722.49,debit,11003.68
2024-03-10,ATM WITHDRAWAL,1249.52,debit,3312.99
2024-03-12,RENT PAYMENT,622.62,debit,9379.28
2024-03-16,ONLINE TRANSFER,1772.97,debit,11877.62
2024-03-17,RENT PAYMENT,680.4,debit,6942.13
2024-03-20,ONLINE TRANSFER,1972.31,debit,4270.37
2024-03-21,RENT PAYMENT,480.63,debit,1103.2
2024-03-23,INSURANCE PREMIUM,1057.38,debit,11954.0
2024-03-25,RENT PAYMENT,2102.66,debit,7130.19
2024-04-01,ATM WITHDRAWAL,2067.67,debit,5794.31
2024-04-02,RENT PAYMENT,2293.08,debit,7827.82
2024-04-03,SUBSCRIPTION SERVICE,1636.11,debit,3503.09
2024-04-05,PAYROLL DEPOSIT,7898.93,credit,11857.81
2024-04-08,RENT PAYMENT,237.69,debit,8377.47
2024-04-08,ONLINE TRANSFER,460.38,debit,1206.7
2024-04-09,RESTAURANT,827.98,debit,7763.08
2024-04-10,UTILITY BILL,2166.34,debit,2078.81
2024-04-11,INSURANCE PREMIUM,1118.83,debit,5743.0
2024-04-13,ATM WITHDRAWAL,856.56,debit,10271.89
2024-04-16,ONLINE TRANSFER,2352.79,debit,3535.63
2024-04-17,INSURANCE PREMIUM,900.73,debit,10652.32
2024-04-21,INSURANCE PREMIUM,2290.41,debit,2404.5
2024-04-22,GROCERY STORE,931.76,debit,1734.77
2024-04-22,INSURANCE PREMIUM,1412.82,debit,524.48
2024-05-04,GROCERY STORE,2015.08,debit,5201.75
2024-05-05,PAYROLL DEPOSIT,7711.73,credit,14594.16
2024-05-06,UTILITY BILL,1846.96,debit,6147.25
2024-05-09,ONLINE TRANSFER,2472.45,debit,10993.07
2024-05-10,RESTAURANT,481.69,debit,6134.64
2024-05-18,RENT PAYMENT,1779.74,debit,6258.1
2024-05-18,GROCERY STORE,921.8,debit,1959.46
2024-05-19,UTILITY BILL,1331.29,debit,4520.07
2024-05-19,UTILITY BILL,603.87,debit,4140.89
2024-05-19,GROCERY STORE,1952.95,debit,1981.85
2024-05-22,ATM WITHDRAWAL,143.16,debit,1507.29
2024-05-26,GROCERY STORE,2301.83,debit,9055.83
2024-05-26,SUBSCRIPTION SERVICE,2249.63,debit,5223.7
2024-05-27,RESTAURANT,1378.96,debit,517.98
2024-06-01,SUBSCRIPTION SERVICE,733.0,debit,9741.13
2024-06-02,RESTAURANT,804.99,debit,11771.29
2024-06-03,RESTAURANT,2061.3,debit,1767.66
2024-06-05,PAYROLL DEPOSIT,8360.88,credit,10160.39
2024-06-07,RENT PAYMENT,891.34,debit,7635.02
2024-06-13,UTILITY BILL,46.88,debit,9138.46
2024-06-16,RENT PAYMENT,289.66,debit,6822.24
2024-06-18,UTILITY BILL,2394.55,debit,9720.39
2024-06-19,ATM WITHDRAWAL,326.29,debit,961.71
2024-06-19,GROCERY STORE,1576.23,debit,6010.05
2024-06-22,ATM WITHDRAWAL,2121.17,debit,5940.44
2024-06-25,RESTAURANT,130.97,debit,11335.03
2024-06-26,INSURANCE PREMIUM,917.39,debit,7383.88
2024-07-02,UTILITY BILL,465.45,debit,5387.33
2024-07-05,PAYROLL DEPOSIT,8439.8,credit,4348.89
2024-07-05,INSURANCE PREMIUM,2420.69,debit,4407.15
2024-07-08,SUBSCRIPTION SERVICE,828.14,debit,4391.28
2024-07-08,RESTAURANT,519.09,debit,1494.15
2024-07-21,INSURANCE PREMIUM,1153.12,debit,2096.73
2024-07-22,GROCERY STORE,1057.93,debit,2173.78
2024-07-22,GROCERY STORE,722.88,debit,1450.87
2024-07-23,GROCERY STORE,1692.64,debit,5159.6
2024-07-23,ATM WITHDRAWAL,1007.4,debit,997.21
2024-07-26,RENT PAYMENT,1119.8,debit,3362.47
2024-08-01,RESTAURANT,2029.28,debit,11676.15
2024-08-05,PAYROLL DEPOSIT,8354.02,credit,11463.46
2024-08-05,GROCERY STORE,2225.36,debit,4596.84
2024-08-06,ATM WITHDRAWAL,2002.61,debit,2657.67
2024-08-14,UTILITY BILL,2126.49,debit,5716.86
2024-08-15,GROCERY STORE,1581.52,debit,4761.62
2024-08-15,RESTAURANT,1905.4,debit,11069.0
2024-08-16,GROCERY STORE,811.63,debit,11504.72
2024-08-20,SUBSCRIPTION SERVICE,1815.58,debit,1796.45
2024-08-23,UTILITY BILL,2429.25,debit,1457.13
2024-08-27,INSURANCE PREMIUM,1383.65,debit,979.2
2024-09-03,INSURANCE PREMIUM,1714.84,debit,5241.05
2024-09-04,UTILITY BILL,2179.76,debit,5313.94
2024-09-04,RESTAURANT,492.1,debit,5000.53
2024-09-05,PAYROLL DEPOSIT,8063.07,credit,11277.06
2024-09-07,ATM WITHDRAWAL,1814.04,debit,3079.11
2024-09-08,SUBSCRIPTION SERVICE,2047.89,debit,10808.42
2024-09-08,INSURANCE PREMIUM,523.65,debit,3238.33
2024-09-10,GROCERY STORE,775.38,debit,10346.23
2024-09-16,ONLINE TRANSFER,487.1,debit,10397.89
2024-09-18,ATM WITHDRAWAL,1577.64,debit,8367.25
2024-09-22,GROCERY STORE,1952.06,debit,1633.05
2024-09-23,UTILITY BILL,1442.37,debit,2140.87
2024-09-25,RESTAURANT,99.53,debit,3621.21
2024-09-25,UTILITY BILL,821.02,debit,4004.99
2024-10-05,SUBSCRIPTION SERVICE,46.6,debit,11616.55
2024-10-05,PAYROLL DEPOSIT,7891.02,credit,10921.36
2024-10-07,RENT PAYMENT,865.7,debit,8550.82
2024-10-10,GROCERY STORE,1606.67,debit,2187.31
2024-10-14,RENT PAYMENT,1388.46,debit,8319.56
2024-10-16,SUBSCRIPTION SERVICE,249.49,debit,7882.35
2024-10-18,ONLINE TRANSFER,499.9,debit,8556.41
2024-10-19,ONLINE TRANSFER,316.4,debit,9367.29
2024-10-20,ONLINE TRANSFER,1113.27,debit,1780.17
2024-10-21,ONLINE TRANSFER,598.55,debit,11184.38
2024-10-24,INSURANCE PREMIUM,1520.72,debit,4812.22
2024-10-26,RESTAURANT,2159.27,debit,11084.9
2024-10-27,ATM WITHDRAWAL,964.09,debit,1747.07
2024-10-27,GROCERY STORE,27.19,debit,9925.77
2024-11-03,SUBSCRIPTION SERVICE,1480.37,debit,11942.79
2024-11-05,ATM WITHDRAWAL,1766.43,debit,9716.48
2024-11-05,PAYROLL DEPOSIT,7922.29,credit,2321.51
2024-11-09,ONLINE TRANSFER,2321.63,debit,10506.3
2024-11-11,RESTAURANT,2329.86,debit,4739.0
2024-11-12,RENT PAYMENT,2448.21,debit,4341.56
2024-11-13,RESTAURANT,95.71,debit,8566.62
