date,description,amount_usd,type,balance_usd
2024-01-03,ONLINE TRANSFER,1454.29,debit,8669.34
2024-01-05,PAYROLL DEPOSIT,4938.26,credit,2240.55
2024-01-05,INSURANCE PREMIUM,2135.98,debit,11147.04
2024-01-07,UTILITY BILL,2165.14,debit,6176.67
2024-01-07,UTILITY BILL,277.25,debit,619.85
2024-01-11,ONLINE TRANSFER,1647.27,debit,11111.06
2024-01-19,RESTAURANT,113.49,debit,11930.72
2024-01-19,UTILITY BILL,1933.71,debit,1046.95
2024-01-22,GROCERY STORE,393.29,debit,6960.94
2024-02-05,PAYROLL DEPOSIT,4799.12,credit,8620.08
2024-02-08,RENT PAYMENT,2491.1,debit,2909.59
2024-02-11,UTILITY BILL,2192.9,debit,7425.55
2024-02-15,RESTAURANT,744.11,debit,1902.93
2024-02-16,RESTAURANT,659.39,debit,10796.17
2024-02-18,SUBSCRIPTION SERVICE,2096.59,debit,11173.64
2024-02-21,SUBSCRIPTION SERVICE,1422.38,debit,8219.95
2024-02-23,ATM WITHDRAWAL,769.86,debit,3503.03
2024-02-26,RESTAURANT,205.22,debit,1205.91
2024-03-02,SUBSCRIPTION SERVICE,307.7,debit,10584.41
2024-03-05,PAYROLL DEPOSIT,4651.57,credit,13890.93
2024-03-07,UTILITY BILL,1465.76,debit,4058.53
2024-03-08,SUBSCRIPTION SERVICE,2130.69,debit,3939.35
2024-03-10,UTILITY BILL,737.53,debit,1871.16
2024-03-12,INSURANCE PREMIUM,1201.56,debit,6365.88
2024-03-14,GROCERY STORE,2490.97,debit,3989.73
2024-03-15,GROCERY STORE,218.0,debit,9552.85
2024-03-16,RENT PAYMENT,2273.42,debit,11239.7
2024-03-17,RESTAURANT,1520.89,debit,3246.68
2024-03-17,UTILITY BILL,113.02,debit,7827.25
2024-03-17,SUBSCRIPTION SERVICE,1679.14,debit,549.54
2024-03-18,UTILITY BILL,2140.93,debit,10663.24
2024-03-23,UTILITY BILL,1936.07,debit,7487.08
2024-03-26,SUBSCRIPTION SERVICE,963.8,debit,10392.14
2024-04-02,INSURANCE PREMIUM,2415.21,debit,2633.78
2024-04-03,UTILITY BILL,1028.17,debit,3412.62
2024-04-04,ATM WITHDRAWAL,721.83,debit,8787.64
2024-04-05,PAYROLL DEPOSIT,4749.44,credit,14588.76
2024-04-08,ATM WITHDRAWAL,1076.28,debit,7451.85
2024-04-10,RENT PAYMENT,1899.0,debit,6213.75
2024-04-11,UTILITY BILL,1960.49,debit,11985.69
2024-04-11,RESTAURANT,224.35,debit,4358.43
2024-04-12,UTILITY BILL,2336.91,debit,5865.26
2024-04-13,ONLINE TRANSFER,1311.08,debit,11021.37
2024-04-15,RENT PAYMENT,638.77,debit,2245.15
2024-04-19,ATM WITHDRAWAL,724.22,debit,1050.68
2024-04-20,ATM WITHDRAWAL,856.1,debit,11980.91
2024-04-24,ONLINE TRANSFER,2235.68,debit,523.19
2024-04-25,ATM WITHDRAWAL,147.47,debit,7363.34
2024-05-01,INSURANCE PREMIUM,2187.43,debit,5978.73
2024-05-04,ONLINE TRANSFER,2218.55,debit,10294.98
2024-05-05,PAYROLL DEPOSIT,4848.78,credit,14747.65
2024-05-05,RENT PAYMENT,1131.67,debit,8830.73
2024-05-11,GROCERY STORE,95.95,debit,1718.62
2024-05-15,ATM WITHDRAWAL,1093.06,debit,4500.48
2024-05-17,GROCERY STORE,225.85,debit,10378.75
2024-05-18,ATM WITHDRAWAL,1024.63,debit,797.74
2024-05-18,INSURANCE PREMIUM,1282.93,debit,11490.79
2024-05-24,INSURANCE PREMIUM,536.35,debit,4686.71
2024-05-25,ONLINE TRANSFER,295.85,debit,3058.55
2024-05-26,SUBSCRIPTION SERVICE,407.03,debit,5148.38
2024-06-02,SUBSCRIPTION SERVICE,1949.51,debit,1679.99
2024-06-02,GROCERY STORE,28.51,debit,7838.97
2024-06-04,RENT PAYMENT,367.22,debit,2142.49
2024-06-05,PAYROLL DEPOSIT,4807.25,credit,3520.46
2024-06-06,ONLINE TRANSFER,2470.92,debit,9748.38
2024-06-08,INSURANCE PREMIUM,1034.76,debit,7394.31
2024-06-10,GROCERY STORE,1189.85,debit,2437.76
2024-06-17,UTILITY BILL,321.85,debit,10507.09
2024-06-24,UTILITY BILL,1224.94,debit,6667.43
2024-07-01,ATM WITHDRAWAL,501.71,debit,11622.59
2024-07-05,PAYROLL DEPOSIT,4675.02,credit,3449.85
2024-07-07,ATM WITHDRAWAL,2499.81,debit,7297.14
2024-07-08,GROCERY STORE,1821.2,debit,6873.82
2024-07-12,ATM WITHDRAWAL,2226.97,debit,1670.47
2024-07-14,GROCERY STORE,2068.59,debit,11375.47
2024-07-16,SUBSCRIPTION SERVICE,1521.24,debit,1831.95
2024-07-19,UTILITY BILL,2341.31,debit,4490.84
2024-07-21,ATM WITHDRAWAL,2168.49,debit,6549.1
2024-07-21,ONLINE TRANSFER,99.24,debit,3638.57
2024-07-26,ONLINE TRANSFER,52.66,debit,3693.76
2024-08-05,PAYROLL DEPOSIT,5060.53,credit,13987.04
2024-08-05,ATM WITHDRAWAL,621.61,debit,1387.81
2024-08-06,ONLINE TRANSFER,273.77,debit,3808.53
2024-08-08,UTILITY BILL,2325.99,debit,3520.33
2024-08-17,RENT PAYMENT,2310.37,debit,588.04
2024-08-17,INSURANCE PREMIUM,737.39,debit,7854.9
2024-08-21,ATM WITHDRAWAL,2181.54,debit,1951.85
2024-08-21,GROCERY STORE,2131.69,debit,772.89
2024-08-23,ATM WITHDRAWAL,2392.13,debit,6900.03
2024-08-24,RESTAURANT,92.44,debit,11156.29
2024-08-24,GROCERY STORE,1505.01,debit,5840.15
2024-09-05,PAYROLL DEPOSIT,4830.78,credit,6739.87
2024-09-06,UTILITY BILL,1675.73,debit,1619.49
2024-09-07,ATM WITHDRAWAL,1489.04,debit,4019.7
2024-09-12,GROCERY STORE,810.96,debit,4317.24
2024-09-15,RESTAURANT,2058.61,debit,5128.72
2024-09-15,RESTAURANT,75.98,debit,3053.15
2024-09-16,ATM WITHDRAWAL,1254.35,debit,10996.36
2024-09-17,GROCERY STORE,454.71,debit,7877.93
2024-09-18,ONLINE TRANSFER,911.03,debit,2262.1
2024-09-20,SUBSCRIPTION SERVICE,641.44,debit,11053.69
2024-09-20,ONLINE TRANSFER,1837.25,debit,7731.29
2024-09-21,ATM WITHDRAWAL,2395.4,debit,11022.12
2024-09-22,GROCERY STORE,1690.75,debit,3114.46
2024-09-24,GROCERY STORE,2088.61,debit,7431.54
2024-09-25,GROCERY STORE,1370.93,debit,3699.96
2024-09-25,INSURANCE PREMIUM,1424.77,debit,1061.65
2024-10-04,ATM WITHDRAWAL,1062.54,debit,3266.82
2024-10-04,GROCERY STORE,367.23,debit,3029.45
2024-10-05,PAYROLL DEPOSIT,4897.74,credit,8605.11
2024-10-06,GROCERY STORE,1289.83,debit,2736.19
2024-10-14,SUBSCRIPTION SERVICE,1895.24,debit,4769.43
2024-10-20,SUBSCRIPTION SERVICE,1047.65,debit,11154.1
