date,description,amount_usd,type,balance_usd
2024-01-02,ATM WITHDRAWAL,483.02,debit,1647.79
2024-01-02,GROCERY STORE,583.64,debit,4852.31
2024-01-05,PAYROLL DEPOSIT,3780.34,credit,9692.22
2024-01-09,SUBSCRIPTION SERVICE,1364.21,debit,6313.23
2024-01-10,SUBSCRIPTION SERVICE,1151.35,debit,4664.29
2024-01-11,ATM WITHDRAWAL,138.8,debit,11943.92
2024-01-13,ONLINE TRANSFER,337.81,debit,10678.33
2024-01-17,RESTAURANT,2354.12,debit,1991.23
2024-01-18,ONLINE TRANSFER,373.32,debit,4231.78
2024-01-20,RESTAURANT,487.21,debit,11231.74
2024-01-24,ONLINE TRANSFER,457.34,debit,9513.36
2024-01-24,ONLINE TRANSFER,1325.3,debit,5467.72
2024-01-25,RESTAURANT,1464.44,debit,5056.71
2024-01-27,SUBSCRIPTION SERVICE,1202.7,debit,9354.57
2024-02-02,ATM WITHDRAWAL,618.54,debit,7919.96
2024-02-05,PAYROLL DEPOSIT,3887.38,credit,12141.5
2024-02-05,INSURANCE PREMIUM,1449.05,debit,11450.06
2024-02-06,ATM WITHDRAWAL,790.01,debit,1433.96
2024-02-12,UTILITY BILL,1309.15,debit,9259.71
2024-02-12,RESTAURANT,933.9,debit,6284.14
2024-02-12,SUBSCRIPTION SERVICE,841.44,debit,8412.7
2024-02-17,SUBSCRIPTION SERVICE,1488.29,debit,3832.83
2024-02-22,RESTAURANT,1712.52,debit,2543.07
2024-02-23,ONLINE TRANSFER,1128.74,debit,5960.25
2024-02-25,INSURANCE PREMIUM,1787.47,debit,8596.89
2024-02-26,GROCERY STORE,392.53,debit,11693.51
2024-02-26,SUBSCRIPTION SERVICE,1619.21,debit,6541.4
2024-03-02,UTILITY BILL,304.62,debit,6943.16
2024-03-02,ONLINE TRANSFER,1162.35,debit,6184.79
2024-03-04,INSURANCE PREMIUM,2210.69,debit,4560.41
2024-03-05,PAYROLL DEPOSIT,3795.92,credit,7083.26
2024-03-07,ONLINE TRANSFER,461.21,debit,9895.47
2024-03-08,SUBSCRIPTION SERVICE,448.83,debit,11457.82
2024-03-09,INSURANCE PREMIUM,361.35,debit,8258.86
2024-03-10,SUBSCRIPTION SERVICE,1703.84,debit,7057.21
2024-03-11,ATM WITHDRAWAL,2445.79,debit,7236.42
2024-03-20,ATM WITHDRAWAL,1553.63,debit,3841.63
2024-03-21,UTILITY BILL,2185.31,debit,10501.87
2024-03-22,SUBSCRIPTION SERVICE,1393.81,debit,7764.12
2024-03-23,RENT PAYMENT,70.41,debit,6826.62
2024-03-24,ATM WITHDRAWAL,2403.86,debit,1094.08
2024-03-27,UTILITY BILL,77.64,debit,846.82
2024-04-02,INSURANCE PREMIUM,1070.38,debit,8593.36
2024-04-03,ATM WITHDRAWAL,305.12,debit,1929.42
2024-04-05,PAYROLL DEPOSIT,3853.15,credit,9346.11
2024-04-06,RENT PAYMENT,812.95,debit,4200.83
2024-04-06,GROCERY STORE,1421.35,debit,5071.69
2024-04-09,RESTAURANT,2136.63,debit,11423.28
2024-04-15,SUBSCRIPTION SERVICE,405.12,debit,4316.71
2024-04-16,SUBSCRIPTION SERVICE,2252.52,debit,3638.32
2024-04-17,UTILITY BILL,1588.52,debit,9521.78
2024-04-18,ATM WITHDRAWAL,1473.71,debit,1738.32
2024-04-19,ONLINE TRANSFER,1585.28,debit,4559.93
2024-04-22,RENT PAYMENT,1219.75,debit,8243.96
2024-04-23,RENT PAYMENT,1555.51,debit,9885.29
2024-04-24,ONLINE TRANSFER,2193.89,debit,8788.01
2024-04-24,GROCERY STORE,1666.22,debit,591.11
2024-05-01,RENT PAYMENT,982.25,debit,10079.23
2024-05-03,INSURANCE PREMIUM,231.64,debit,8094.16
2024-05-05,PAYROLL DEPOSIT,3668.31,credit,4040.01
2024-05-05,GROCERY STORE,532.91,debit,1300.39
2024-05-06,UTILITY BILL,656.77,debit,5908.59
2024-05-10,RESTAURANT,1901.99,debit,3202.68
2024-05-12,SUBSCRIPTION SERVICE,1706.02,debit,6223.62
2024-05-13,RENT PAYMENT,2171.28,debit,843.23
2024-05-13,SUBSCRIPTION SERVICE,206.03,debit,10797.55
2024-05-15,RESTAURANT,2362.48,debit,5827.9
2024-05-16,ATM WITHDRAWAL,1339.44,debit,6044.22
2024-05-19,ONLINE TRANSFER,1777.97,debit,7288.32
2024-05-23,RESTAURANT,641.71,debit,8805.12
2024-06-02,UTILITY BILL,1159.47,debit,9133.03
2024-06-02,RENT PAYMENT,738.78,debit,3148.03
2024-06-05,PAYROLL DEPOSIT,3818.52,credit,1493.23
2024-06-09,RESTAURANT,401.03,debit,9207.44
2024-06-12,RESTAURANT,1960.93,debit,8956.48
2024-06-16,ONLINE TRANSFER,1196.93,debit,9627.03
2024-06-16,INSURANCE PREMIUM,1069.52,debit,8048.99
2024-06-18,ATM WITHDRAWAL,1793.52,debit,10661.14
2024-06-21,INSURANCE PREMIUM,1518.53,debit,6221.67
2024-06-21,ATM WITHDRAWAL,1339.41,debit,8867.94
2024-06-21,INSURANCE PREMIUM,1234.26,debit,4182.02
2024-06-23,INSURANCE PREMIUM,994.73,debit,8641.79
2024-06-23,INSURANCE PREMIUM,2326.98,debit,10247.02
2024-07-03,RENT PAYMENT,2154.37,debit,11040.08
2024-07-04,RESTAURANT,1647.53,debit,8207.06
2024-07-05,PAYROLL DEPOSIT,3604.07,credit,14574.19
2024-07-10,GROCERY STORE,1659.74,debit,2522.36
2024-07-13,SUBSCRIPTION SERVICE,2106.02,debit,3582.34
2024-07-13,ONLINE TRANSFER,1531.3,debit,7848.63
2024-07-19,RESTAURANT,1638.1,debit,3921.65
