date,description,amount_usd,type,balance_usd
2024-01-01,GROCERY STORE,300.13,debit,4626.11
2024-01-05,PAYROLL DEPOSIT,10785.8,credit,1422.9
2024-01-08,ATM WITHDRAWAL,770.17,debit,11880.02
2024-01-09,INSURANCE PREMIUM,1135.11,debit,11929.66
2024-01-14,RENT PAYMENT,177.5,debit,4409.75
2024-01-15,RENT PAYMENT,2397.3,debit,3622.88
2024-01-15,INSURANCE PREMIUM,1189.26,debit,10390.37
2024-01-21,UTILITY BILL,1692.94,debit,3230.16
2024-01-24,SUBSCRIPTION SERVICE,490.83,debit,4730.44
2024-01-24,GROCERY STORE,1749.49,debit,9502.32
2024-01-25,UTILITY BILL,1175.45,debit,6695.94
2024-01-26,ONLINE TRANSFER,1653.55,debit,3321.61
2024-02-05,PAYROLL DEPOSIT,10470.38,credit,9876.25
2024-02-05,INSURANCE PREMIUM,1584.41,debit,989.11
2024-02-06,UTILITY BILL,834.85,debit,2796.7
2024-02-07,ONLINE TRANSFER,2208.56,debit,7180.57
2024-02-10,GROCERY STORE,524.9,debit,6401.54
2024-02-11,RENT PAYMENT,1509.58,debit,5268.12
2024-02-16,SUBSCRIPTION SERVICE,1941.28,debit,1816.03
2024-02-16,GROCERY STORE,2343.55,debit,11739.26
2024-02-20,RENT PAYMENT,2255.11,debit,8021.56
2024-02-21,UTILITY BILL,1146.57,debit,5124.28
2024-02-22,GROCERY STORE,275.33,debit,7980.65
2024-02-22,RESTAURANT,1700.95,debit,4453.01
2024-02-27,GROCERY STORE,1303.6,debit,10829.92
2024-03-03,UTILITY BILL,1803.7,debit,10672.42
2024-03-05,PAYROLL DEPOSIT,10655.73,credit,13181.66
2024-03-05,RESTAURANT,1569.75,debit,5747.33
2024-03-07,SUBSCRIPTION SERVICE,1585.74,debit,1521.4
2024-03-07,INSURANCE PREMIUM,1358.8,debit,5364.3
2024-03-08,SUBSCRIPTION SERVICE,1027.24,debit,2022.96
2024-03-09,ATM WITHDRAWAL,2379.5,debit,2614.28
2024-03-09,GROCERY STORE,1658.07,debit,721.27
2024-03-19,RENT PAYMENT,1300.52,debit,8087.37
2024-03-19,RENT PAYMENT,2485.78,debit,5344.71
2024-03-20,INSURANCE PREMIUM,2149.28,debit,2472.14
2024-03-23,GROCERY STORE,1335.35,debit,10167.73
2024-03-25,ONLINE TRANSFER,2109.27,debit,4251.86
2024-04-02,INSURANCE PREMIUM,1582.93,debit,2614.62
2024-04-02,RESTAURANT,1157.15,debit,3359.41
2024-04-03,RENT PAYMENT,1387.27,debit,3561.99
2024-04-03,GROCERY STORE,639.82,debit,4832.31
2024-04-05,ONLINE TRANSFER,848.34,debit,6502.09
2024-04-05,PAYROLL DEPOSIT,11205.01,credit,13353.08
2024-04-14,SUBSCRIPTION SERVICE,1024.57,debit,9888.17
2024-04-15,SUBSCRIPTION SERVICE,2251.98,debit,1434.06
2024-04-20,RENT PAYMENT,759.68,debit,8062.74
2024-04-22,ATM WITHDRAWAL,553.08,debit,7361.71
2024-04-25,ONLINE TRANSFER,561.49,debit,9735.29
2024-04-26,UTILITY BILL,2348.19,debit,2296.42
2024-04-26,GROCERY STORE,1844.75,debit,3895.2
2024-05-05,PAYROLL DEPOSIT,11302.52,credit,1010.77
2024-05-05,RENT PAYMENT,314.76,debit,10554.2
2024-05-08,INSURANCE PREMIUM,2071.13,debit,3627.74
2024-05-11,RENT PAYMENT,592.44,debit,942.06
2024-05-12,RESTAURANT,951.07,debit,2029.01
2024-05-13,INSURANCE PREMIUM,397.63,debit,2772.23
2024-05-17,INSURANCE PREMIUM,654.49,debit,9169.84
2024-05-17,ONLINE TRANSFER,1705.58,debit,11665.32
2024-05-20,INSURANCE PREMIUM,2020.86,debit,7449.67
2024-05-21,SUBSCRIPTION SERVICE,2495.23,debit,3360.85
2024-05-24,ONLINE TRANSFER,124.23,debit,4580.89
2024-05-24,ATM WITHDRAWAL,705.58,debit,8691.45
2024-05-26,SUBSCRIPTION SERVICE,1978.64,debit,9457.17
2024-06-01,RESTAURANT,554.03,debit,9142.2
2024-06-03,RENT PAYMENT,354.52,debit,1080.72
2024-06-05,PAYROLL DEPOSIT,11152.59,credit,8405.15
2024-06-11,UTILITY BILL,340.78,debit,7186.98
2024-06-13,INSURANCE PREMIUM,458.76,debit,10764.21
2024-06-14,INSURANCE PREMIUM,1533.48,debit,7285.1
2024-06-16,ONLINE TRANSFER,481.27,debit,6531.0
2024-06-17,RENT PAYMENT,47.48,debit,5294.96
2024-06-19,SUBSCRIPTION SERVICE,2165.6,debit,5097.9
2024-06-22,UTILITY BILL,2416.92,debit,11409.22
2024-06-23,RENT PAYMENT,431.15,debit,5223.38
2024-06-24,RENT PAYMENT,1478.21,debit,8978.22
2024-06-27,SUBSCRIPTION SERVICE,2420.12,debit,10336.17
2024-07-01,RENT PAYMENT,942.98,debit,9481.37
2024-07-01,RENT PAYMENT,141.16,debit,11396.56
2024-07-04,GROCERY STORE,30.96,debit,1264.73
2024-07-05,PAYROLL DEPOSIT,11031.25,credit,10941.62
2024-07-07,RESTAURANT,2440.6,debit,7394.14
2024-07-09,RENT PAYMENT,2477.78,debit,5128.19
2024-07-11,RESTAURANT,2135.21,debit,10513.22
2024-07-13,RESTAURANT,1301.13,debit,7111.49
2024-07-14,ONLINE TRANSFER,2240.13,debit,9850.63
2024-07-19,SUBSCRIPTION SERVICE,2326.27,debit,2188.13
2024-07-24,UTILITY BILL,2392.33,debit,4007.04
2024-07-24,UTILITY BILL,831.88,debit,7435.91
2024-07-25,ATM WITHDRAWAL,397.72,debit,7809.03
2024-07-26,ONLINE TRANSFER,143.18,debit,11757.22
2024-07-27,GROCERY STORE,766.75,debit,3341.18
2024-07-27,UTILITY BILL,559.96,debit,1859.4
2024-08-03,ATM WITHDRAWAL,2085.4,debit,4913.06
2024-08-03,INSURANCE PREMIUM,1344.19,debit,10612.49
2024-08-04,ATM WITHDRAWAL,2082.49,debit,856.27
2024-08-05,PAYROLL DEPOSIT,11062.97,credit,2853.53
2024-08-05,INSURANCE PREMIUM,330.25,debit,11283.46
2024-08-07,UTILITY BILL,1563.52,debit,3501.72
2024-08-08,UTILITY BILL,2342.39,debit,5452.05
2024-08-10,RENT PAYMENT,1860.86,debit,8171.99
2024-08-13,SUBSCRIPTION SERVICE,2483.45,debit,5423.23
2024-08-14,GROCERY STORE,1629.61,debit,10359.02
2024-08-14,GROCERY STORE,1132.45,debit,5197.65
2024-08-16,UTILITY BILL,1195.17,debit,4691.7
2024-08-22,ATM WITHDRAWAL,2445.86,debit,2258.75
2024-08-26,RENT PAYMENT,756.19,debit,630.6
2024-08-27,RENT PAYMENT,157.92,debit,2600.49
2024-09-03,GROCERY STORE,579.87,debit,1490.85
2024-09-05,PAYROLL DEPOSIT,11306.31,credit,13814.93
2024-09-08,ATM WITHDRAWAL,2086.65,debit,9058.42
2024-09-10,INSURANCE PREMIUM,260.39,debit,1096.04
2024-09-11,RENT PAYMENT,2415.68,debit,2186.05
2024-09-13,GROCERY STORE,787.86,debit,9647.13
2024-09-14,SUBSCRIPTION SERVICE,1249.75,debit,7887.18
2024-09-14,UTILITY BILL,1250.9,debit,11662.84
2024-09-17,ONLINE TRANSFER,1237.07,debit,1885.93
2024-09-20,RENT PAYMENT,808.61,debit,11590.2
2024-09-20,RESTAURANT,540.72,debit,963.62
2024-09-26,UTILITY BILL,1485.15,debit,6429.82
2024-09-27,RESTAURANT,1215.76,debit,7614.74
2024-10-02,UTILITY BILL,1970.34,debit,7743.56
2024-10-02,ATM WITHDRAWAL,2466.38,debit,11114.56
2024-10-02,ATM WITHDRAWAL,242.77,debit,8493.38
2024-10-05,PAYROLL DEPOSIT,10792.77,credit,3573.88
2024-10-06,INSURANCE PREMIUM,2167.68,debit,9406.37
2024-10-08,GROCERY STORE,1953.73,debit,6173.9
2024-10-13,ATM WITHDRAWAL,209.02,debit,9206.14
2024-10-14,ONLINE TRANSFER,111.86,debit,9860.35
2024-10-21,UTILITY BILL,684.6,debit,4910.56
2024-10-22,ONLINE TRANSFER,702.15,debit,5658.37
2024-10-24,RENT PAYMENT,2162.42,debit,7320.53
2024-10-26,GROCERY STORE,1120.95,debit,11525.84
2024-10-27,GROCERY STORE,1735.73,debit,5910.01
2024-11-02,ATM WITHDRAWAL,878.87,debit,9032.86
2024-11-02,UTILITY BILL,815.98,debit,10104.43
2024-11-02,INSURANCE PREMIUM,1679.31,debit,3362.08
2024-11-05,PAYROLL DEPOSIT,11079.25,credit,5956.25
2024-11-13,GROCERY STORE,1797.72,debit,4167.73
2024-11-18,ONLINE TRANSFER,48.04,debit,3327.04
2024-11-21,SUBSCRIPTION SERVICE,2056.72,debit,530.97
2024-11-24,UTILITY BILL,2306.13,debit,1039.25
2024-11-26,ONLINE TRANSFER,692.7,debit,9708.82
2024-12-05,PAYROLL DEPOSIT,10807.63,credit,8554.07
2024-12-09,GROCERY STORE,1656.98,debit,6643.05
2024-12-10,INSURANCE PREMIUM,1717.54,debit,3705.06
2024-12-12,GROCERY STORE,1708.81,debit,7268.51
