date,description,amount_usd,type,balance_usd
2024-01-01,INSURANCE PREMIUM,884.73,debit,3739.47
2024-01-02,ATM WITHDRAWAL,1261.25,debit,1975.49
2024-01-04,ONLINE TRANSFER,1868.42,debit,4035.0
2024-01-05,PAYROLL DEPOSIT,8651.61,credit,9597.14
2024-01-05,RESTAURANT,1445.8,debit,3600.85
2024-01-09,INSURANCE PREMIUM,635.07,debit,11682.31
2024-01-09,INSURANCE PREMIUM,674.21,debit,6546.98
2024-01-13,ONLINE TRANSFER,1537.73,debit,5048.5
2024-01-13,RESTAURANT,1887.39,debit,3288.27
2024-01-14,ONLINE TRANSFER,2189.15,debit,11334.1
2024-01-16,RENT PAYMENT,382.34,debit,1049.06
2024-01-23,ONLINE TRANSFER,703.95,debit,5685.24
2024-01-25,SUBSCRIPTION SERVICE,1814.39,debit,3013.05
2024-01-25,ONLINE TRANSFER,1968.2,debit,9604.63
2024-02-02,INSURANCE PREMIUM,2123.68,debit,4887.27
2024-02-05,PAYROLL DEPOSIT,8419.55,credit,12446.01
2024-02-06,RENT PAYMENT,2150.68,debit,1945.1
2024-02-07,UTILITY BILL,387.99,debit,7525.79
2024-02-08,SUBSCRIPTION SERVICE,340.14,debit,8449.63
2024-02-09,GROCERY STORE,2060.94,debit,2126.5
2024-02-09,UTILITY BILL,2153.84,debit,9259.36
2024-02-13,UTILITY BILL,637.96,debit,1691.53
2024-02-17,INSURANCE PREMIUM,938.95,debit,5935.1
2024-02-19,ATM WITHDRAWAL,497.94,debit,7748.42
2024-02-19,RESTAURANT,45.2,debit,3970.37
2024-02-20,SUBSCRIPTION SERVICE,830.52,debit,10841.23
2024-02-26,GROCERY STORE,2494.31,debit,9242.86
2024-03-02,UTILITY BILL,526.02,debit,10433.41
2024-03-03,UTILITY BILL,572.6,debit,6733.46
2024-03-04,RESTAURANT,2362.07,debit,3502.55
2024-03-05,PAYROLL DEPOSIT,8554.65,credit,5980.8
2024-03-09,ATM WITHDRAWAL,2149.01,debit,10439.67
2024-03-16,INSURANCE PREMIUM,491.98,debit,7197.03
2024-03-18,ATM WITHDRAWAL,1003.44,debit,3044.8
2024-03-19,ATM WITHDRAWAL,1390.33,debit,2675.25
2024-03-19,ATM WITHDRAWAL,139.18,debit,2854.09
2024-03-21,SUBSCRIPTION SERVICE,2410.33,debit,6886.84
2024-03-26,INSURANCE PREMIUM,2427.71,debit,1407.13
2024-04-02,SUBSCRIPTION SERVICE,2225.39,debit,1240.73
2024-04-04,ONLINE TRANSFER,965.94,debit,7199.52
2024-04-05,PAYROLL DEPOSIT,8682.47,credit,3666.91
2024-04-05,GROCERY STORE,399.42,debit,9754.25
2024-04-07,INSURANCE PREMIUM,1271.0,debit,8471.18
2024-04-08,RENT PAYMENT,2333.31,debit,9019.91
2024-04-09,GROCERY STORE,101.02,debit,9601.9
2024-04-14,ONLINE TRANSFER,487.04,debit,931.71
2024-04-17,INSURANCE PREMIUM,1957.95,debit,6713.13
2024-04-19,GROCERY STORE,2147.78,debit,2741.38
2024-04-19,SUBSCRIPTION SERVICE,746.03,debit,3548.92
2024-04-22,RESTAURANT,1646.94,debit,715.24
2024-04-22,RESTAURANT,1664.95,debit,8713.36
2024-04-23,UTILITY BILL,1623.65,debit,11681.21
2024-04-23,ATM WITHDRAWAL,1782.67,debit,10817.64
2024-05-02,SUBSCRIPTION SERVICE,1883.98,debit,8893.08
2024-05-05,PAYROLL DEPOSIT,8112.22,credit,5459.52
2024-05-08,INSURANCE PREMIUM,1181.75,debit,1278.79
2024-05-10,RENT PAYMENT,60.28,debit,4297.17
2024-05-10,RESTAURANT,1350.67,debit,9600.81
2024-05-11,ATM WITHDRAWAL,2369.18,debit,2378.75
2024-05-13,UTILITY BILL,554.51,debit,10594.87
2024-05-15,RENT PAYMENT,1566.55,debit,3188.39
2024-05-21,RENT PAYMENT,513.45,debit,2034.98
2024-05-22,ONLINE TRANSFER,1066.87,debit,4390.92
2024-05-25,RESTAURANT,74.48,debit,2768.59
2024-06-05,PAYROLL DEPOSIT,8517.02,credit,10384.59
2024-06-05,SUBSCRIPTION SERVICE,2142.64,debit,2132.94
2024-06-05,GROCERY STORE,245.35,debit,8753.54
2024-06-07,RENT PAYMENT,709.43,debit,4757.24
2024-06-14,RESTAURANT,1842.1,debit,6895.48
2024-06-15,RENT PAYMENT,1661.56,debit,2022.63
2024-06-17,ATM WITHDRAWAL,637.83,debit,9106.52
2024-06-17,GROCERY STORE,214.04,debit,10890.38
2024-06-20,ONLINE TRANSFER,2043.84,debit,2462.21
2024-06-20,SUBSCRIPTION SERVICE,188.89,debit,11680.36
2024-06-21,GROCERY STORE,557.63,debit,8742.5
2024-06-21,SUBSCRIPTION SERVICE,1531.99,debit,4494.79
2024-06-22,RENT PAYMENT,135.73,debit,6712.11
2024-06-24,SUBSCRIPTION SERVICE,925.7,debit,9881.53
2024-06-26,GROCERY STORE,2205.08,debit,1172.63
2024-07-05,PAYROLL DEPOSIT,8619.02,credit,11110.97
2024-07-06,ATM WITHDRAWAL,1606.75,debit,3114.99
2024-07-08,RENT PAYMENT,2315.64,debit,1075.53
2024-07-09,ATM WITHDRAWAL,2065.6,debit,5260.08
2024-07-11,RENT PAYMENT,861.91,debit,10530.41
2024-07-13,UTILITY BILL,466.1,debit,4141.57
2024-07-14,GROCERY STORE,2010.61,debit,7226.73
2024-07-19,RENT PAYMENT,2368.94,debit,6082.88
2024-07-20,ONLINE TRANSFER,1787.28,debit,11020.87
2024-07-24,SUBSCRIPTION SERVICE,402.13,debit,8292.84
2024-07-25,ATM WITHDRAWAL,975.49,debit,9219.87
2024-07-27,SUBSCRIPTION SERVICE,1829.53,debit,11522.08
2024-07-27,SUBSCRIPTION SERVICE,1612.64,debit,8446.31
2024-08-01,GROCERY STORE,1680.63,debit,10744.84
2024-08-05,PAYROLL DEPOSIT,8462.65,credit,7319.17
2024-08-10,GROCERY STORE,315.68,debit,5765.73
2024-08-16,SUBSCRIPTION SERVICE,742.54,debit,914.62
2024-08-18,GROCERY STORE,604.55,debit,4486.54
2024-08-20,UTILITY BILL,1146.95,debit,1069.06
2024-08-21,INSURANCE PREMIUM,2022.21,debit,9041.59
2024-08-25,ONLINE TRANSFER,1742.22,debit,2549.33
2024-08-26,RESTAURANT,1503.7,debit,4554.0
2024-08-26,RENT PAYMENT,267.33,debit,1472.17
2024-09-03,INSURANCE PREMIUM,1704.24,debit,8378.64
2024-09-04,RESTAURANT,2273.75,debit,9010.44
2024-09-05,PAYROLL DEPOSIT,8204.56,credit,13400.49
2024-09-07,SUBSCRIPTION SERVICE,273.02,debit,2518.28
2024-09-08,RENT PAYMENT,73.23,debit,10357.28
2024-09-09,SUBSCRIPTION SERVICE,2364.46,debit,9107.04
2024-09-10,RESTAURANT,566.37,debit,5725.64
2024-09-19,ONLINE TRANSFER,1485.93,debit,7929.56
2024-09-24,GROCERY STORE,1737.04,debit,9889.22
2024-09-24,RENT PAYMENT,377.97,debit,4820.33
2024-10-01,INSURANCE PREMIUM,1919.57,debit,8370.08
2024-10-04,UTILITY BILL,1537.95,debit,10561.99
2024-10-05,PAYROLL DEPOSIT,8107.64,credit,5058.55
2024-10-13,ATM WITHDRAWAL,1047.0,debit,3582.09
2024-10-14,RENT PAYMENT,2370.12,debit,7373.93
2024-10-18,ONLINE TRANSFER,1567.31,debit,10893.4
2024-10-18,SUBSCRIPTION SERVICE,2304.78,debit,5952.9
2024-10-21,RESTAURANT,1974.3,debit,5654.24
2024-10-24,ONLINE TRANSFER,1265.46,debit,6463.5
2024-10-24,RENT PAYMENT,45.6,debit,4803.2
2024-10-24,INSURANCE PREMIUM,1079.3,debit,8066.23
2024-10-25,ATM WITHDRAWAL,49.12,debit,5843.19
2024-10-26,SUBSCRIPTION SERVICE,2195.48,debit,10085.41
2024-11-02,RENT PAYMENT,63.49,debit,1426.36
2024-11-03,RENT PAYMENT,394.26,debit,3787.13
2024-11-03,UTILITY BILL,820.0,debit,10443.88
2024-11-05,PAYROLL DEPOSIT,8602.7,credit,3240.25
2024-11-07,RENT PAYMENT,1621.47,debit,2482.15
2024-11-08,INSURANCE PREMIUM,886.24,debit,1462.72
2024-11-10,ATM WITHDRAWAL,260.8,debit,2854.77
2024-11-15,INSURANCE PREMIUM,561.55,debit,2243.8
2024-11-17,ATM WITHDRAWAL,803.2,debit,8145.67
2024-11-18,INSURANCE PREMIUM,596.83,debit,3310.18
2024-11-22,GROCERY STORE,1090.03,debit,1373.97
2024-11-23,RENT PAYMENT,88.89,debit,4742.18
2024-11-27,ONLINE TRANSFER,1666.92,debit,11470.49
2024-11-27,ONLINE TRANSFER,1566.29,debit,811.28
2024-12-01,ONLINE TRANSFER,1288.18,debit,10984.51
2024-12-01,UTILITY BILL,458.41,debit,2246.16
2024-12-05,UTILITY BILL,1783.85,debit,6690.75
2024-12-05,INSURANCE PREMIUM,758.93,debit,597.02
2024-12-05,PAYROLL DEPOSIT,8027.93,credit,10165.82
2024-12-12,INSURANCE PREMIUM,1367.73,debit,6661.53
2024-12-19,RESTAURANT,1766.84,debit,2305.89
2024-12-23,GROCERY STORE,696.08,debit,6645.98
2024-12-26,RENT PAYMENT,1959.64,debit,4779.3
