date,description,amount_usd,type,balance_usd
2024-01-05,PAYROLL DEPOSIT,8532.5,credit,9976.18
2024-01-05,GROCERY STORE,1740.29,debit,11413.57
2024-01-05,ONLINE TRANSFER,2281.93,debit,4618.48
2024-01-06,SUBSCRIPTION SERVICE,804.06,debit,10537.87
2024-01-07,GROCERY STORE,1343.97,debit,3601.68
2024-01-08,UTILITY BILL,1473.06,debit,10648.98
2024-01-12,ATM WITHDRAWAL,1491.04,debit,9992.99
2024-01-13,RESTAURANT,351.24,debit,4494.38
2024-01-13,ONLINE TRANSFER,2419.37,debit,2604.18
2024-01-20,SUBSCRIPTION SERVICE,1216.41,debit,3780.65
2024-01-22,ONLINE TRANSFER,1765.29,debit,5943.65
2024-01-25,GROCERY STORE,853.44,debit,11149.66
2024-01-25,SUBSCRIPTION SERVICE,2024.57,debit,4648.19
2024-01-26,ATM WITHDRAWAL,2192.22,debit,2471.04
2024-02-01,GROCERY STORE,141.05,debit,600.15
2024-02-05,PAYROLL DEPOSIT,9226.01,credit,8916.91
2024-02-07,ATM WITHDRAWAL,2019.44,debit,9726.76
2024-02-07,SUBSCRIPTION SERVICE,1167.34,debit,3120.5
2024-02-07,UTILITY BILL,74.91,debit,10234.11
2024-02-10,ONLINE TRANSFER,2028.37,debit,4573.62
2024-02-12,RESTAURANT,1515.57,debit,1000.52
2024-02-18,RENT PAYMENT,987.63,debit,6782.87
2024-02-20,ATM WITHDRAWAL,2259.97,debit,10451.45
2024-02-21,RESTAURANT,104.13,debit,5412.09
2024-02-21,INSURANCE PREMIUM,71.33,debit,1657.77
2024-02-25,GROCERY STORE,1180.12,debit,10386.64
2024-02-27,RENT PAYMENT,2401.5,debit,8223.35
2024-03-04,RESTAURANT,346.61,debit,1175.25
2024-03-05,PAYROLL DEPOSIT,9089.45,credit,1846.25
2024-03-09,UTILITY BILL,1772.52,debit,3911.46
2024-03-10,SUBSCRIPTION SERVICE,1400.89,debit,4611.11
2024-03-11,ONLINE TRANSFER,2370.38,debit,11285.06
2024-03-12,SUBSCRIPTION SERVICE,97.08,debit,6982.16
2024-03-13,UTILITY BILL,1720.38,debit,9399.29
2024-03-18,ONLINE TRANSFER,631.38,debit,7798.15
2024-03-18,RENT PAYMENT,2109.17,debit,9046.49
2024-03-20,INSURANCE PREMIUM,2381.45,debit,4646.54
2024-03-22,RESTAURANT,1079.9,debit,9543.12
2024-03-23,RESTAURANT,1878.81,debit,11753.09
2024-04-03,ONLINE TRANSFER,853.59,debit,9682.04
2024-04-05,GROCERY STORE,709.85,debit,11114.68
2024-04-05,PAYROLL DEPOSIT,8862.31,credit,13744.58
2024-04-08,UTILITY BILL,1242.67,debit,10551.94
2024-04-08,RENT PAYMENT,1199.98,debit,1677.16
2024-04-12,RESTAURANT,997.46,debit,8155.1
2024-04-12,INSURANCE PREMIUM,2296.94,debit,3612.17
2024-04-17,RESTAURANT,349.15,debit,2168.26
2024-04-19,SUBSCRIPTION SERVICE,1837.95,debit,10572.24
2024-04-19,ONLINE TRANSFER,2257.54,debit,2356.12
2024-04-20,ATM WITHDRAWAL,1783.91,debit,4571.45
2024-04-20,GROCERY STORE,1920.78,debit,3682.89
2024-04-21,ATM WITHDRAWAL,1666.17,debit,1641.94
2024-04-22,RENT PAYMENT,1109.83,debit,1724.41
2024-04-26,RENT PAYMENT,1132.59,debit,2720.03
2024-05-05,PAYROLL DEPOSIT,8564.51,credit,6288.82
2024-05-06,ATM WITHDRAWAL,440.88,debit,11382.58
2024-05-10,ONLINE TRANSFER,1704.34,debit,4392.86
2024-05-10,RENT PAYMENT,113.9,debit,9411.87
2024-05-11,UTILITY BILL,2412.76,debit,4527.47
2024-05-13,ONLINE TRANSFER,558.22,debit,9148.1
2024-05-14,INSURANCE PREMIUM,1236.11,debit,9637.78
2024-05-15,RENT PAYMENT,1774.23,debit,9753.56
2024-05-17,RENT PAYMENT,531.57,debit,2917.25
2024-05-19,RENT PAYMENT,1117.04,debit,11209.41
2024-06-02,ONLINE TRANSFER,2385.32,debit,8514.44
2024-06-05,PAYROLL DEPOSIT,9146.4,credit,14926.91
2024-06-09,ATM WITHDRAWAL,2258.46,debit,5978.63
2024-06-10,GROCERY STORE,49.56,debit,4862.59
2024-06-10,INSURANCE PREMIUM,2428.7,debit,11154.11
2024-06-12,RESTAURANT,1833.89,debit,2031.73
2024-06-14,UTILITY BILL,2065.68,debit,4464.19
2024-06-15,INSURANCE PREMIUM,2391.9,debit,7046.38
2024-06-16,SUBSCRIPTION SERVICE,1113.74,debit,2399.04
2024-06-17,GROCERY STORE,1409.58,debit,6933.47
2024-06-17,UTILITY BILL,2424.59,debit,4595.11
2024-06-18,UTILITY BILL,1399.16,debit,3052.79
2024-06-20,INSURANCE PREMIUM,1928.95,debit,7152.38
2024-06-22,SUBSCRIPTION SERVICE,1309.67,debit,2983.41
2024-06-25,ONLINE TRANSFER,500.4,debit,7722.37
2024-06-26,ATM WITHDRAWAL,557.11,debit,6212.26
2024-07-02,RENT PAYMENT,1717.22,debit,5719.49
2024-07-04,RESTAURANT,1178.34,debit,10274.9
2024-07-05,PAYROLL DEPOSIT,9009.33,credit,8956.82
2024-07-06,RESTAURANT,281.52,debit,1997.06
2024-07-07,GROCERY STORE,1201.25,debit,2910.31
2024-07-08,GROCERY STORE,1323.2,debit,5237.71
2024-07-11,ATM WITHDRAWAL,1524.21,debit,10038.75
2024-07-12,UTILITY BILL,1315.67,debit,10220.6
2024-07-12,GROCERY STORE,20.64,debit,1176.11
