date,description,amount_usd,type,balance_usd
2024-01-03,SUBSCRIPTION SERVICE,1701.74,debit,5974.56
2024-01-04,SUBSCRIPTION SERVICE,125.58,debit,8778.09
2024-01-04,ATM WITHDRAWAL,424.26,debit,5092.42
2024-01-05,PAYROLL DEPOSIT,8282.74,credit,1747.9
2024-01-08,INSURANCE PREMIUM,100.22,debit,11933.24
2024-01-10,RENT PAYMENT,121.75,debit,8314.24
2024-01-13,SUBSCRIPTION SERVICE,2481.15,debit,989.44
2024-01-14,RESTAURANT,1708.26,debit,10970.39
2024-01-14,ONLINE TRANSFER,921.13,debit,3702.93
2024-01-19,ONLINE TRANSFER,1392.79,debit,6950.09
2024-01-21,RENT PAYMENT,1652.19,debit,1781.54
2024-01-22,UTILITY BILL,1506.72,debit,7574.04
2024-01-25,ONLINE TRANSFER,2166.82,debit,1406.9
2024-01-25,RENT PAYMENT,383.92,debit,4105.7
2024-01-27,INSURANCE PREMIUM,958.86,debit,1606.86
2024-02-01,INSURANCE PREMIUM,1869.83,debit,9963.05
2024-02-05,PAYROLL DEPOSIT,8260.41,credit,10775.13
2024-02-05,RENT PAYMENT,2297.96,debit,10797.1
2024-02-08,INSURANCE PREMIUM,2308.67,debit,4677.97
2024-02-15,INSURANCE PREMIUM,2193.47,debit,6088.05
2024-02-16,ATM WITHDRAWAL,1828.4,debit,7130.66
2024-02-23,INSURANCE PREMIUM,2494.55,debit,2021.11
2024-02-24,INSURANCE PREMIUM,465.91,debit,4257.24
2024-02-27,UTILITY BILL,1120.61,debit,1230.52
2024-03-01,UTILITY BILL,1624.51,debit,5432.75
2024-03-01,UTILITY BILL,2471.32,debit,1175.08
2024-03-01,SUBSCRIPTION SERVICE,34.73,debit,10928.77
2024-03-01,INSURANCE PREMIUM,140.08,debit,11173.45
2024-03-04,RENT PAYMENT,947.45,debit,9848.98
2024-03-05,PAYROLL DEPOSIT,8670.92,credit,2930.15
2024-03-08,ATM WITHDRAWAL,129.16,debit,8905.74
2024-03-13,GROCERY STORE,2151.76,debit,7246.38
2024-03-16,GROCERY STORE,995.56,debit,977.59
2024-03-16,RENT PAYMENT,77.8,debit,3516.36
2024-03-19,RESTAURANT,1604.95,debit,2146.37
2024-03-22,RENT PAYMENT,1727.63,debit,9325.01
2024-03-23,UTILITY BILL,1854.86,debit,3963.88
2024-03-25,INSURANCE PREMIUM,611.99,debit,10036.2
2024-03-27,GROCERY STORE,1567.13,debit,7259.34
2024-04-01,ONLINE TRANSFER,1739.84,debit,11145.88
2024-04-02,RENT PAYMENT,2423.56,debit,979.09
2024-04-04,RESTAURANT,1294.21,debit,1930.09
2024-04-05,PAYROLL DEPOSIT,8243.71,credit,6194.38
2024-04-11,SUBSCRIPTION SERVICE,885.07,debit,9869.37
2024-04-12,INSURANCE PREMIUM,126.63,debit,10424.96
2024-04-14,INSURANCE PREMIUM,409.11,debit,2430.55
2024-04-16,INSURANCE PREMIUM,882.69,debit,4529.5
2024-04-16,SUBSCRIPTION SERVICE,2337.42,debit,8108.24
2024-04-18,GROCERY STORE,1583.94,debit,1888.92
2024-04-20,RENT PAYMENT,128.73,debit,3787.04
2024-04-22,ATM WITHDRAWAL,390.53,debit,6173.22
2024-04-24,ONLINE TRANSFER,1909.98,debit,5078.57
2024-04-25,ONLINE TRANSFER,2032.07,debit,11787.05
2024-04-26,RESTAURANT,722.82,debit,10148.13
2024-04-27,ATM WITHDRAWAL,593.54,debit,1789.31
2024-05-01,UTILITY BILL,948.66,debit,2789.05
2024-05-01,RENT PAYMENT,787.8,debit,5365.16
2024-05-05,PAYROLL DEPOSIT,8272.66,credit,5408.56
2024-05-05,UTILITY BILL,1069.44,debit,9803.08
2024-05-07,RENT PAYMENT,654.04,debit,1363.11
2024-05-07,RESTAURANT,1485.01,debit,4037.29
2024-05-09,RENT PAYMENT,1899.27,debit,10870.67
2024-05-12,INSURANCE PREMIUM,59.77,debit,2762.51
2024-05-14,SUBSCRIPTION SERVICE,1438.76,debit,4794.33
2024-05-14,INSURANCE PREMIUM,49.94,debit,11649.34
2024-05-16,INSURANCE PREMIUM,274.32,debit,5329.99
2024-05-18,GROCERY STORE,188.27,debit,3149.59
2024-05-25,UTILITY BILL,927.61,debit,4699.41
2024-05-25,ATM WITHDRAWAL,1069.65,debit,4488.9
2024-05-26,SUBSCRIPTION SERVICE,46.0,debit,5662.46
2024-06-01,ONLINE TRANSFER,2122.08,debit,5153.08
2024-06-02,ONLINE TRANSFER,1835.17,debit,4701.72
2024-06-02,RENT PAYMENT,2427.01,debit,11928.93
2024-06-02,UTILITY BILL,1901.01,debit,11222.67
2024-06-04,ATM WITHDRAWAL,1789.44,debit,6191.31
2024-06-04,RESTAURANT,1085.62,debit,4965.95
2024-06-05,PAYROLL DEPOSIT,8332.35,credit,1792.6
2024-06-10,SUBSCRIPTION SERVICE,325.31,debit,11236.12
2024-06-11,SUBSCRIPTION SERVICE,1467.14,debit,4172.16
2024-06-11,SUBSCRIPTION SERVICE,1002.05,debit,11480.72
2024-06-12,ATM WITHDRAWAL,1722.93,debit,1065.52
2024-06-12,SUBSCRIPTION SERVICE,2121.96,debit,9714.82
2024-06-15,INSURANCE PREMIUM,1098.12,debit,9051.33
2024-06-18,UTILITY BILL,1393.25,debit,2740.3
2024-06-23,UTILITY BILL,1706.42,debit,4178.55
2024-07-05,PAYROLL DEPOSIT,7936.34,credit,4715.03
2024-07-06,ONLINE TRANSFER,662.51,debit,2639.5
2024-07-09,ATM WITHDRAWAL,1092.57,debit,3281.8
2024-07-11,UTILITY BILL,1417.88,debit,2385.34
2024-07-12,RESTAURANT,1422.5,debit,10397.03
2024-07-16,SUBSCRIPTION SERVICE,547.5,debit,8350.04
2024-07-16,INSURANCE PREMIUM,2338.23,debit,10801.35
2024-07-18,RENT PAYMENT,818.96,debit,9275.5
2024-07-26,RESTAURANT,2128.77,debit,2152.05
2024-08-02,RESTAURANT,1907.64,debit,2514.65
2024-08-03,ONLINE TRANSFER,1246.72,debit,1311.92
2024-08-03,RENT PAYMENT,135.9,debit,3240.43
2024-08-04,GROCERY STORE,181.84,debit,7593.74
2024-08-05,PAYROLL DEPOSIT,8243.81,credit,9642.36
2024-08-09,RENT PAYMENT,73.79,debit,1580.09
2024-08-13,ONLINE TRANSFER,747.47,debit,2942.8
2024-08-14,RESTAURANT,1807.91,debit,10475.86
2024-08-17,RENT PAYMENT,2225.86,debit,604.57
2024-08-26,RESTAURANT,1562.43,debit,8654.75
2024-08-27,ONLINE TRANSFER,430.04,debit,5944.07
2024-09-03,UTILITY BILL,93.05,debit,8741.14
2024-09-04,UTILITY BILL,520.31,debit,11533.08
2024-09-05,PAYROLL DEPOSIT,8419.67,credit,5639.59
2024-09-07,SUBSCRIPTION SERVICE,1177.82,debit,2843.15
2024-09-08,ATM WITHDRAWAL,334.56,debit,4973.55
2024-09-13,GROCERY STORE,2388.26,debit,5120.8
2024-09-14,ONLINE TRANSFER,1830.68,debit,825.19
2024-09-15,INSURANCE PREMIUM,1975.73,debit,11823.84
2024-09-20,INSURANCE PREMIUM,2482.38,debit,8834.12
2024-09-20,SUBSCRIPTION SERVICE,822.55,debit,7036.53
2024-09-20,UTILITY BILL,834.07,debit,3590.38
2024-09-21,RENT PAYMENT,2285.76,debit,6166.78
2024-09-23,UTILITY BILL,1047.14,debit,8848.73
