date,description,amount_usd,type,balance_usd
2024-01-03,UTILITY BILL,1494.73,debit,6956.24
2024-01-05,PAYROLL DEPOSIT,5674.56,credit,13599.59
2024-01-10,ATM WITHDRAWAL,2157.78,debit,1480.09
2024-01-11,GROCERY STORE,2469.4,debit,11240.08
2024-01-12,ATM WITHDRAWAL,1050.52,debit,10131.47
2024-01-19,SUBSCRIPTION SERVICE,486.44,debit,7065.8
2024-01-20,UTILITY BILL,1490.36,debit,5944.44
2024-01-25,ATM WITHDRAWAL,630.17,debit,6676.44
2024-01-25,ATM WITHDRAWAL,316.99,debit,9824.54
2024-02-05,PAYROLL DEPOSIT,5707.2,credit,1545.14
2024-02-05,RENT PAYMENT,1745.85,debit,9880.47
2024-02-06,RENT PAYMENT,716.06,debit,10271.98
2024-02-07,ONLINE TRANSFER,1924.64,debit,4160.58
2024-02-10,UTILITY BILL,2438.32,debit,4683.53
2024-02-18,GROCERY STORE,84.85,debit,3779.28
2024-02-20,GROCERY STORE,2348.84,debit,8145.47
2024-02-22,RENT PAYMENT,1785.26,debit,10499.31
2024-02-24,SUBSCRIPTION SERVICE,784.8,debit,3947.93
2024-02-25,UTILITY BILL,919.08,debit,1594.31
2024-03-04,SUBSCRIPTION SERVICE,2027.56,debit,5168.87
2024-03-05,PAYROLL DEPOSIT,5533.6,credit,9069.76
2024-03-06,GROCERY STORE,359.49,debit,1584.62
2024-03-07,RESTAURANT,141.72,debit,4082.12
2024-03-07,UTILITY BILL,1651.59,debit,3594.05
2024-03-13,ONLINE TRANSFER,2267.67,debit,8065.85
2024-03-21,UTILITY BILL,2032.71,debit,6812.77
2024-03-24,GROCERY STORE,793.49,debit,10596.59
2024-03-25,UTILITY BILL,2240.41,debit,9151.47
2024-03-27,GROCERY STORE,284.94,debit,5985.24
2024-04-02,ONLINE TRANSFER,1450.19,debit,8893.29
2024-04-03,UTILITY BILL,1584.48,debit,693.72
2024-04-04,ONLINE TRANSFER,688.01,debit,7588.43
2024-04-05,PAYROLL DEPOSIT,5523.92,credit,3223.3
2024-04-15,RESTAURANT,2474.32,debit,560.79
2024-04-16,RESTAURANT,1241.78,debit,3235.98
2024-04-16,INSURANCE PREMIUM,543.3,debit,8169.15
2024-04-17,RESTAURANT,1827.3,debit,1956.61
2024-04-20,UTILITY BILL,848.48,debit,2628.99
2024-04-23,UTILITY BILL,1773.12,debit,3432.49
2024-04-24,RENT PAYMENT,1023.21,debit,7293.86
2024-04-25,RESTAURANT,2066.06,debit,3866.12
2024-05-02,INSURANCE PREMIUM,1485.03,debit,9088.03
2024-05-05,PAYROLL DEPOSIT,5810.48,credit,1020.34
2024-05-07,UTILITY BILL,2418.59,debit,3360.97
2024-05-08,GROCERY STORE,1833.51,debit,8366.78
2024-05-13,UTILITY BILL,1444.95,debit,7996.31
2024-05-20,GROCERY STORE,592.52,debit,3374.95
2024-05-22,UTILITY BILL,2078.33,debit,658.24
2024-05-24,RENT PAYMENT,1450.01,debit,9866.13
2024-05-26,UTILITY BILL,866.57,debit,5641.36
2024-05-27,RENT PAYMENT,2413.75,debit,3680.31
2024-06-03,RENT PAYMENT,532.82,debit,4561.55
2024-06-05,PAYROLL DEPOSIT,5546.98,credit,10071.49
2024-06-06,RENT PAYMENT,722.95,debit,2536.19
2024-06-15,INSURANCE PREMIUM,141.35,debit,535.16
2024-06-15,GROCERY STORE,1875.84,debit,6529.24
2024-06-17,RESTAURANT,1045.24,debit,10635.03
2024-06-18,RESTAURANT,1234.99,debit,11415.14
2024-06-20,ATM WITHDRAWAL,826.28,debit,5227.96
2024-06-20,ONLINE TRANSFER,1119.66,debit,2817.81
2024-06-21,SUBSCRIPTION SERVICE,413.34,debit,9486.02
2024-07-05,PAYROLL DEPOSIT,5904.66,credit,7625.28
2024-07-07,SUBSCRIPTION SERVICE,882.65,debit,7908.88
2024-07-09,SUBSCRIPTION SERVICE,2409.5,debit,3600.85
2024-07-10,SUBSCRIPTION SERVICE,567.0,debit,10905.28
2024-07-12,ONLINE TRANSFER,1730.97,debit,3625.84
2024-07-18,RENT PAYMENT,292.36,debit,8794.29
2024-07-19,GROCERY STORE,1956.9,debit,7920.03
2024-07-24,INSURANCE PREMIUM,562.8,debit,11407.93
2024-07-24,SUBSCRIPTION SERVICE,518.29,debit,10434.25
2024-07-26,ONLINE TRANSFER,1871.08,debit,733.44
2024-08-01,ATM WITHDRAWAL,1243.01,debit,5454.47
2024-08-03,RESTAURANT,484.68,debit,8925.12
2024-08-05,PAYROLL DEPOSIT,5788.57,credit,13387.32
2024-08-06,RESTAURANT,1579.54,debit,8203.12
2024-08-08,RESTAURANT,2227.84,debit,4234.22
2024-08-08,INSURANCE PREMIUM,642.9,debit,9752.82
2024-08-11,RENT PAYMENT,1576.25,debit,11740.7
2024-08-20,ATM WITHDRAWAL,258.3,debit,5926.33
2024-08-20,INSURANCE PREMIUM,1428.52,debit,516.8
2024-08-22,GROCERY STORE,389.76,debit,725.06
2024-08-23,ATM WITHDRAWAL,905.06,debit,9227.66
2024-08-25,ONLINE TRANSFER,645.2,debit,3309.38
2024-09-04,SUBSCRIPTION SERVICE,1801.71,debit,3038.42
2024-09-04,RENT PAYMENT,593.63,debit,10465.34
2024-09-05,RESTAURANT,1537.2,debit,1575.37
2024-09-05,PAYROLL DEPOSIT,5785.86,credit,10656.21
2024-09-09,SUBSCRIPTION SERVICE,2234.89,debit,1575.05
2024-09-09,RESTAURANT,1178.37,debit,6652.28
2024-09-11,RESTAURANT,561.81,debit,1613.85
2024-09-11,ONLINE TRANSFER,49.01,debit,7256.25
2024-09-16,UTILITY BILL,2478.46,debit,7894.72
2024-09-22,UTILITY BILL,274.49,debit,11882.41
2024-10-02,GROCERY STORE,1200.51,debit,3686.44
2024-10-05,PAYROLL DEPOSIT,5606.39,credit,9376.53
2024-10-06,GROCERY STORE,2317.05,debit,6129.82
2024-10-07,ATM WITHDRAWAL,1888.25,debit,6897.3
2024-10-09,RENT PAYMENT,86.71,debit,1621.38
2024-10-10,RESTAURANT,1993.39,debit,10705.89
2024-10-10,UTILITY BILL,240.0,debit,7203.11
2024-10-13,RENT PAYMENT,505.72,debit,2904.32
2024-10-13,GROCERY STORE,1674.9,debit,2714.26
2024-10-13,RENT PAYMENT,1650.1,debit,8502.49
2024-10-24,ONLINE TRANSFER,20.23,debit,8508.36
2024-10-26,RENT PAYMENT,600.86,debit,1019.85
2024-11-01,INSURANCE PREMIUM,38.9,debit,4807.16
2024-11-01,UTILITY BILL,401.27,debit,1747.06
2024-11-02,ATM WITHDRAWAL,2218.24,debit,2310.07
2024-11-03,RENT PAYMENT,1717.41,debit,10768.35
2024-11-05,RESTAURANT,929.27,debit,9200.78
2024-11-05,PAYROLL DEPOSIT,5538.72,credit,7451.97
2024-11-08,RESTAURANT,2384.97,debit,5386.19
2024-11-09,RESTAURANT,2317.01,debit,9680.47
2024-11-09,GROCERY STORE,506.75,debit,3898.64
2024-11-10,ONLINE TRANSFER,2090.17,debit,5465.96
2024-11-12,SUBSCRIPTION SERVICE,2319.57,debit,10559.33
2024-11-17,RESTAURANT,1755.23,debit,2411.18
2024-11-18,UTILITY BILL,230.37,debit,2311.64
2024-11-19,SUBSCRIPTION SERVICE,712.35,debit,3492.63
2024-11-21,UTILITY BILL,2087.38,debit,2329.29
2024-11-24,RESTAURANT,1554.24,debit,862.15
2024-12-03,ONLINE TRANSFER,843.55,debit,2066.07
2024-12-05,PAYROLL DEPOSIT,5528.79,credit,10723.25
2024-12-08,RESTAURANT,2001.38,debit,3265.55
2024-12-16,RENT PAYMENT,151.02,debit,2567.61
2024-12-20,RESTAURANT,1847.77,debit,6635.74
2024-12-21,UTILITY BILL,1408.96,debit,5037.98
2024-12-21,ATM WITHDRAWAL,1322.19,debit,1575.67
2024-12-24,GROCERY STORE,1280.87,debit,7479.37
2024-12-24,UTILITY BILL,618.91,debit,6851.19
