date,description,amount_usd,type,balance_usd
2024-01-03,GROCERY STORE,1559.12,debit,7904.47
2024-01-05,PAYROLL DEPOSIT,5394.42,credit,6231.56
2024-01-06,ATM WITHDRAWAL,869.21,debit,7450.25
2024-01-12,INSURANCE PREMIUM,514.69,debit,4280.29
2024-01-12,SUBSCRIPTION SERVICE,671.81,debit,10568.67
2024-01-12,ONLINE TRANSFER,1147.36,debit,6768.43
2024-01-13,RESTAURANT,1761.68,debit,5976.52
2024-01-15,SUBSCRIPTION SERVICE,290.62,debit,2573.14
2024-01-17,UTILITY BILL,885.37,debit,5887.62
2024-01-17,UTILITY BILL,2295.3,debit,11108.64
2024-01-23,RENT PAYMENT,2135.59,debit,3842.6
2024-01-24,RENT PAYMENT,1433.93,debit,10319.04
2024-01-24,RESTAURANT,982.79,debit,5816.2
2024-01-24,SUBSCRIPTION SERVICE,380.87,debit,2954.91
2024-01-26,RESTAURANT,1755.37,debit,6949.2
2024-02-01,INSURANCE PREMIUM,2061.08,debit,6950.45
2024-02-05,PAYROLL DEPOSIT,5196.31,credit,14829.35
2024-02-05,INSURANCE PREMIUM,1321.45,debit,8200.91
2024-02-08,RESTAURANT,212.97,debit,8181.57
2024-02-09,UTILITY BILL,759.88,debit,8690.38
2024-02-10,GROCERY STORE,2342.42,debit,4657.17
2024-02-11,RENT PAYMENT,2414.66,debit,5523.02
2024-02-11,ONLINE TRANSFER,476.51,debit,1118.04
2024-02-17,INSURANCE PREMIUM,2446.83,debit,2954.34
2024-02-22,UTILITY BILL,371.51,debit,3649.91
2024-02-23,INSURANCE PREMIUM,868.21,debit,9161.52
2024-02-23,SUBSCRIPTION SERVICE,1199.24,debit,8421.55
2024-02-24,RESTAURANT,2172.69,debit,11455.42
2024-02-26,RENT PAYMENT,512.54,debit,11332.33
2024-02-26,INSURANCE PREMIUM,689.22,debit,7810.4
2024-03-04,SUBSCRIPTION SERVICE,2359.44,debit,10358.57
2024-03-04,SUBSCRIPTION SERVICE,1046.85,debit,4544.88
2024-03-04,SUBSCRIPTION SERVICE,1604.51,debit,7151.34
2024-03-05,PAYROLL DEPOSIT,5221.24,credit,5532.26
2024-03-05,GROCERY STORE,393.26,debit,5774.58
2024-03-06,RESTAURANT,2429.93,debit,7133.62
2024-03-10,INSURANCE PREMIUM,556.02,debit,2912.28
2024-03-10,INSURANCE PREMIUM,671.75,debit,8806.29
2024-03-17,UTILITY BILL,1754.31,debit,7962.48
2024-03-20,GROCERY STORE,562.18,debit,11758.87
2024-03-21,GROCERY STORE,938.24,debit,4683.64
2024-03-25,INSURANCE PREMIUM,1747.19,debit,9405.42
2024-03-25,ONLINE TRANSFER,2243.7,debit,6273.98
2024-03-26,RENT PAYMENT,1258.63,debit,4138.69
2024-04-03,GROCERY STORE,1675.92,debit,10294.61
2024-04-05,PAYROLL DEPOSIT,5330.49,credit,6961.89
2024-04-08,RESTAURANT,572.74,debit,5728.24
2024-04-08,ATM WITHDRAWAL,458.7,debit,7341.26
2024-04-09,SUBSCRIPTION SERVICE,1044.08,debit,9934.81
2024-04-10,INSURANCE PREMIUM,303.96,debit,10347.94
2024-04-12,INSURANCE PREMIUM,1592.59,debit,8574.07
2024-04-13,UTILITY BILL,1591.14,debit,6288.66
2024-04-16,UTILITY BILL,242.3,debit,688.9
2024-04-18,UTILITY BILL,889.52,debit,9628.14
2024-04-20,INSURANCE PREMIUM,966.28,debit,10218.55
2024-04-23,INSURANCE PREMIUM,277.11,debit,9124.35
2024-04-25,UTILITY BILL,2488.5,debit,9768.31
2024-04-27,UTILITY BILL,2317.35,debit,5776.47
2024-05-03,INSURANCE PREMIUM,619.74,debit,11695.14
2024-05-03,ATM WITHDRAWAL,851.02,debit,11530.35
2024-05-03,ATM WITHDRAWAL,2105.11,debit,6468.08
2024-05-05,PAYROLL DEPOSIT,5266.31,credit,11376.14
2024-05-07,ONLINE TRANSFER,2201.43,debit,3541.74
2024-05-11,ATM WITHDRAWAL,1959.85,debit,6336.95
2024-05-19,INSURANCE PREMIUM,101.03,debit,801.84
2024-05-22,INSURANCE PREMIUM,1689.79,debit,547.81
2024-05-22,RESTAURANT,1548.34,debit,5023.15
2024-06-01,INSURANCE PREMIUM,2110.72,debit,7714.16
2024-06-02,ATM WITHDRAWAL,482.66,debit,8004.01
2024-06-05,UTILITY BILL,1438.05,debit,790.83
2024-06-05,PAYROLL DEPOSIT,4929.68,credit,14047.17
2024-06-06,RENT PAYMENT,1019.74,debit,4158.44
