date,description,amount_usd,type,balance_usd
2024-01-05,PAYROLL DEPOSIT,4517.48,credit,12161.78
2024-01-05,SUBSCRIPTION SERVICE,1171.39,debit,6674.74
2024-01-07,ONLINE TRANSFER,170.95,debit,3117.24
2024-01-08,UTILITY BILL,2267.23,debit,2024.31
2024-01-09,RESTAURANT,1206.18,debit,5581.83
2024-01-09,SUBSCRIPTION SERVICE,509.54,debit,6737.24
2024-01-15,RENT PAYMENT,119.78,debit,7505.08
2024-01-21,RESTAURANT,1503.77,debit,3949.55
2024-01-22,GROCERY STORE,810.77,debit,7789.92
2024-01-23,RESTAURANT,586.28,debit,8749.87
2024-01-25,ONLINE TRANSFER,246.57,debit,2685.16
2024-02-04,RESTAURANT,866.03,debit,8295.19
2024-02-05,SUBSCRIPTION SERVICE,1947.94,debit,2740.19
2024-02-05,PAYROLL DEPOSIT,4408.5,credit,7016.58
2024-02-07,INSURANCE PREMIUM,1511.36,debit,6164.96
2024-02-09,ONLINE TRANSFER,2379.56,debit,3945.83
2024-02-13,SUBSCRIPTION SERVICE,1249.55,debit,2556.14
2024-02-16,RENT PAYMENT,1229.2,debit,4170.89
2024-02-22,SUBSCRIPTION SERVICE,2480.75,debit,3395.1
2024-02-23,RENT PAYMENT,835.03,debit,6057.72
2024-02-23,ONLINE TRANSFER,1572.29,debit,1781.91
2024-03-01,RENT PAYMENT,827.69,debit,6439.36
2024-03-04,RENT PAYMENT,500.12,debit,1750.18
2024-03-05,PAYROLL DEPOSIT,4756.57,credit,10421.67
2024-03-11,RESTAURANT,548.78,debit,6270.47
2024-03-11,INSURANCE PREMIUM,1968.81,debit,10302.11
2024-03-12,SUBSCRIPTION SERVICE,1640.66,debit,9570.61
2024-03-15,ATM WITHDRAWAL,1920.72,debit,5926.57
2024-03-20,SUBSCRIPTION SERVICE,869.23,debit,8400.03
2024-03-21,RENT PAYMENT,822.94,debit,2706.9
2024-03-23,ONLINE TRANSFER,2320.33,debit,2918.36
2024-04-01,INSURANCE PREMIUM,34.07,debit,11309.85
2024-04-03,GROCERY STORE,2422.33,debit,4566.54
2024-04-05,PAYROLL DEPOSIT,4765.53,credit,4771.36
2024-04-06,RESTAURANT,1997.74,debit,7601.89
2024-04-09,RENT PAYMENT,2437.96,debit,9321.06
2024-04-11,GROCERY STORE,2049.96,debit,2825.45
2024-04-16,ATM WITHDRAWAL,1080.2,debit,4897.67
2024-04-17,ATM WITHDRAWAL,379.57,debit,4337.8
2024-04-20,ONLINE TRANSFER,751.1,debit,4794.96
2024-04-23,SUBSCRIPTION SERVICE,2337.14,debit,10096.05
2024-04-23,ONLINE TRANSFER,1074.74,debit,5025.74
2024-04-25,SUBSCRIPTION SERVICE,2143.88,debit,1728.6
2024-04-26,ATM WITHDRAWAL,2076.49,debit,4126.49
2024-05-03,ATM WITHDRAWAL,1181.45,debit,5799.24
2024-05-03,INSURANCE PREMIUM,1725.75,debit,10952.2
2024-05-03,ONLINE TRANSFER,1443.74,debit,6961.12
2024-05-03,INSURANCE PREMIUM,167.11,debit,1145.32
2024-05-04,ONLINE TRANSFER,1400.55,debit,9899.06
2024-05-04,GROCERY STORE,368.36,debit,9353.92
