date,description,amount_usd,type,balance_usd
2024-01-03,RESTAURANT,1107.04,debit,8059.52
2024-01-03,ATM WITHDRAWAL,2388.6,debit,6675.78
2024-01-03,INSURANCE PREMIUM,653.14,debit,6894.03
2024-01-04,ONLINE TRANSFER,793.66,debit,3476.41
2024-01-05,GROCERY STORE,2271.48,debit,6252.3
2024-01-05,PAYROLL DEPOSIT,4149.93,credit,6351.71
2024-01-07,UTILITY BILL,283.63,debit,8175.27
2024-01-11,INSURANCE PREMIUM,334.72,debit,5831.5
2024-01-11,UTILITY BILL,443.41,debit,5443.47
2024-01-13,UTILITY BILL,2442.27,debit,1759.66
2024-01-24,INSURANCE PREMIUM,2483.55,debit,8585.86
2024-02-05,PAYROLL DEPOSIT,4015.86,credit,5082.06
2024-02-07,RESTAURANT,994.73,debit,11562.4
2024-02-13,INSURANCE PREMIUM,810.03,debit,5464.47
2024-02-16,INSURANCE PREMIUM,690.64,debit,11362.31
2024-02-17,RENT PAYMENT,2087.34,debit,9532.37
2024-02-17,RESTAURANT,710.93,debit,3593.68
2024-02-19,UTILITY BILL,1104.21,debit,1001.54
2024-02-19,INSURANCE PREMIUM,1436.78,debit,8850.15
2024-02-20,UTILITY BILL,2494.72,debit,2791.97
2024-02-20,GROCERY STORE,1270.34,debit,1848.59
2024-02-26,RENT PAYMENT,1791.75,debit,611.88
2024-03-02,UTILITY BILL,320.87,debit,1869.78
2024-03-03,GROCERY STORE,65.07,debit,6468.47
2024-03-05,PAYROLL DEPOSIT,4308.37,credit,10608.47
2024-03-06,RENT PAYMENT,2054.59,debit,2096.93
2024-03-10,GROCERY STORE,28.33,debit,6492.56
2024-03-11,RESTAURANT,1908.18,debit,522.75
2024-03-17,INSURANCE PREMIUM,1144.52,debit,7328.05
2024-03-19,RESTAURANT,1987.33,debit,9053.43
2024-03-20,GROCERY STORE,911.01,debit,4281.81
2024-03-26,UTILITY BILL,973.52,debit,9159.14
2024-03-26,GROCERY STORE,77.39,debit,11481.87
2024-04-02,UTILITY BILL,920.29,debit,4225.33
2024-04-02,ONLINE TRANSFER,2016.2,debit,8144.4
2024-04-03,ATM WITHDRAWAL,1741.87,debit,4291.85
2024-04-05,PAYROLL DEPOSIT,4210.47,credit,14073.46
2024-04-05,UTILITY BILL,2358.15,debit,10465.91
2024-04-08,UTILITY BILL,1662.14,debit,6885.9
2024-04-09,ATM WITHDRAWAL,764.5,debit,11873.41
