date,description,amount_usd,type,balance_usd
2024-01-02,ONLINE TRANSFER,413.22,debit,11209.98
2024-01-03,SUBSCRIPTION SERVICE,986.8,debit,6169.62
2024-01-05,PAYROLL DEPOSIT,3538.02,credit,14057.55
2024-01-07,SUBSCRIPTION SERVICE,414.83,debit,11741.32
2024-01-11,GROCERY STORE,531.63,debit,4390.76
2024-01-12,ONLINE TRANSFER,1245.89,debit,3059.2
2024-01-14,INSURANCE PREMIUM,854.93,debit,9893.77
2024-01-14,UTILITY BILL,1092.59,debit,1560.79
2024-01-14,INSURANCE PREMIUM,1071.86,debit,10469.62
2024-01-15,RENT PAYMENT,828.5,debit,10261.89
2024-01-19,RENT PAYMENT,435.06,debit,10982.38
2024-01-26,ATM WITHDRAWAL,2497.62,debit,11142.34
2024-01-26,ATM WITHDRAWAL,897.67,debit,7344.43
2024-01-26,RENT PAYMENT,2162.15,debit,2252.68
2024-02-01,ONLINE TRANSFER,2129.17,debit,9741.43
2024-02-05,PAYROLL DEPOSIT,3568.63,credit,9232.56
2024-02-05,INSURANCE PREMIUM,666.6,debit,11857.08
2024-02-07,GROCERY STORE,951.09,debit,3138.23
2024-02-09,SUBSCRIPTION SERVICE,2283.08,debit,3054.32
2024-02-09,ATM WITHDRAWAL,736.66,debit,5673.79
2024-02-11,UTILITY BILL,1551.12,debit,11340.8
2024-02-11,RENT PAYMENT,1736.37,debit,4640.25
2024-02-12,RENT PAYMENT,1895.2,debit,3883.82
2024-02-14,ATM WITHDRAWAL,2487.7,debit,4356.35
2024-02-16,UTILITY BILL,1081.93,debit,1912.91
2024-02-16,INSURANCE PREMIUM,119.2,debit,7938.31
2024-02-26,INSURANCE PREMIUM,2117.76,debit,3197.34
2024-03-01,ATM WITHDRAWAL,2465.37,debit,7916.26
2024-03-01,ATM WITHDRAWAL,1327.71,debit,9106.04
2024-03-02,RESTAURANT,1079.35,debit,4187.9
2024-03-05,PAYROLL DEPOSIT,3653.11,credit,9441.75
2024-03-11,ONLINE TRANSFER,549.92,debit,7852.23
2024-03-12,GROCERY STORE,1337.43,debit,6384.84
2024-03-14,ATM WITHDRAWAL,714.3,debit,2610.93
2024-03-15,GROCERY STORE,251.6,debit,763.51
2024-03-17,UTILITY BILL,257.75,debit,9034.79
2024-03-20,SUBSCRIPTION SERVICE,945.18,debit,7548.69
2024-03-25,GROCERY STORE,1765.29,debit,5282.76
2024-04-03,ONLINE TRANSFER,1043.57,debit,1316.82
2024-04-05,PAYROLL DEPOSIT,3544.16,credit,11807.25
2024-04-08,RENT PAYMENT,1587.48,debit,7951.73
2024-04-11,RESTAURANT,1704.73,debit,10347.91
2024-04-13,RESTAURANT,973.79,debit,2427.13
2024-04-15,ONLINE TRANSFER,349.8,debit,8936.98
2024-04-16,ONLINE TRANSFER,945.37,debit,1736.48
2024-04-18,GROCERY STORE,2020.86,debit,10733.04
2024-04-18,RENT PAYMENT,1912.15,debit,3174.54
2024-04-20,SUBSCRIPTION SERVICE,2217.78,debit,6572.0
