date,description,amount_usd,type,balance_usd
2024-01-04,UTILITY BILL,2217.05,debit,3966.71
2024-01-05,PAYROLL DEPOSIT,9651.86,credit,6903.51
2024-01-05,RENT PAYMENT,1476.83,debit,10257.08
2024-01-07,ATM WITHDRAWAL,1163.24,debit,10690.63
2024-01-11,SUBSCRIPTION SERVICE,985.45,debit,5328.75
2024-01-12,RENT PAYMENT,1694.5,debit,10737.21
2024-01-12,ONLINE TRANSFER,1716.66,debit,7975.73
2024-01-15,SUBSCRIPTION SERVICE,2416.15,debit,10374.94
2024-01-19,GROCERY STORE,1132.26,debit,3028.17
2024-01-19,ATM WITHDRAWAL,1747.62,debit,6358.56
2024-01-20,SUBSCRIPTION SERVICE,1879.76,debit,9552.93
2024-01-21,SUBSCRIPTION SERVICE,717.85,debit,3549.09
2024-01-22,INSURANCE PREMIUM,627.61,debit,5012.75
2024-01-23,GROCERY STORE,2406.51,debit,9516.09
2024-01-26,SUBSCRIPTION SERVICE,2038.02,debit,3547.11
2024-01-27,ONLINE TRANSFER,2101.49,debit,8697.91
2024-02-01,INSURANCE PREMIUM,1086.0,debit,866.75
2024-02-03,GROCERY STORE,1994.85,debit,4784.91
2024-02-04,RESTAURANT,2165.0,debit,1996.54
2024-02-04,ATM WITHDRAWAL,1820.41,debit,2225.17
2024-02-05,PAYROLL DEPOSIT,9370.8,credit,14416.17
2024-02-09,UTILITY BILL,806.38,debit,5918.62
2024-02-12,RESTAURANT,868.05,debit,2573.37
2024-02-15,GROCERY STORE,1976.14,debit,7898.52
2024-02-16,INSURANCE PREMIUM,1178.77,debit,1425.95
2024-02-20,GROCERY STORE,2157.02,debit,923.42
2024-02-21,SUBSCRIPTION SERVICE,91.68,debit,11994.71
2024-02-21,GROCERY STORE,1436.02,debit,3694.28
2024-02-22,RESTAURANT,1636.32,debit,2891.55
2024-02-22,ATM WITHDRAWAL,1643.64,debit,5360.66
2024-02-23,SUBSCRIPTION SERVICE,889.82,debit,3927.55
2024-02-24,ONLINE TRANSFER,1811.43,debit,4449.16
2024-03-01,SUBSCRIPTION SERVICE,1132.72,debit,11118.14
2024-03-03,INSURANCE PREMIUM,1011.74,debit,7985.33
2024-03-04,INSURANCE PREMIUM,1287.58,debit,8192.69
2024-03-05,PAYROLL DEPOSIT,9940.37,credit,1981.95
2024-03-05,ONLINE TRANSFER,1470.59,debit,9164.84
2024-03-06,SUBSCRIPTION SERVICE,1973.14,debit,3681.84
2024-03-09,INSURANCE PREMIUM,209.72,debit,8896.91
2024-03-10,UTILITY BILL,1378.09,debit,8352.74
2024-03-11,ATM WITHDRAWAL,1265.91,debit,9112.07
2024-03-14,ONLINE TRANSFER,1806.96,debit,8930.39
2024-03-16,INSURANCE PREMIUM,2087.2,debit,11926.61
2024-03-20,ATM WITHDRAWAL,2064.69,debit,1394.66
2024-04-01,ATM WITHDRAWAL,1022.21,debit,11746.43
2024-04-01,UTILITY BILL,705.04,debit,2386.82
2024-04-03,ATM WITHDRAWAL,710.03,debit,6033.56
2024-04-05,PAYROLL DEPOSIT,9984.18,credit,6367.6
2024-04-05,INSURANCE PREMIUM,2272.5,debit,10336.7
2024-04-07,GROCERY STORE,1856.13,debit,8688.17
2024-04-09,RENT PAYMENT,1444.14,debit,2638.26
2024-04-11,RESTAURANT,1735.31,debit,541.5
2024-04-14,RENT PAYMENT,186.37,debit,1130.14
