date,description,amount_usd,type,balance_usd
2024-01-01,GROCERY STORE,298.17,debit,6621.06
2024-01-04,ONLINE TRANSFER,442.1,debit,3890.3
2024-01-05,PAYROLL DEPOSIT,3663.04,credit,1737.22
2024-01-07,ATM WITHDRAWAL,426.04,debit,8599.13
2024-01-08,ONLINE TRANSFER,1555.75,debit,11300.38
2024-01-13,RESTAURANT,2085.0,debit,8363.22
2024-01-16,INSURANCE PREMIUM,1665.66,debit,3840.86
2024-01-18,ATM WITHDRAWAL,1209.63,debit,7140.55
2024-01-19,ONLINE TRANSFER,1845.58,debit,6417.9
2024-02-01,ONLINE TRANSFER,2315.09,debit,9825.18
2024-02-04,ONLINE TRANSFER,1991.12,debit,2870.27
2024-02-05,PAYROLL DEPOSIT,3639.57,credit,9611.01
2024-02-06,RENT PAYMENT,2364.71,debit,9031.82
2024-02-07,RENT PAYMENT,1820.78,debit,7839.25
2024-02-09,SUBSCRIPTION SERVICE,1833.2,debit,7505.83
2024-02-12,ATM WITHDRAWAL,1595.07,debit,7066.67
2024-02-13,ATM WITHDRAWAL,1106.34,debit,6951.96
2024-02-16,GROCERY STORE,464.29,debit,1321.76
2024-02-17,SUBSCRIPTION SERVICE,2248.81,debit,5814.4
2024-02-22,ATM WITHDRAWAL,2063.24,debit,10733.08
2024-02-22,INSURANCE PREMIUM,2455.47,debit,1705.33
2024-02-24,RESTAURANT,1605.46,debit,10934.0
2024-02-25,ATM WITHDRAWAL,1881.52,debit,6584.89
2024-02-27,UTILITY BILL,2053.6,debit,3941.26
2024-02-27,SUBSCRIPTION SERVICE,1906.16,debit,2338.57
2024-03-03,RESTAURANT,2061.32,debit,4797.19
2024-03-04,GROCERY STORE,1926.63,debit,8192.76
2024-03-05,PAYROLL DEPOSIT,3418.0,credit,8038.88
2024-03-06,RESTAURANT,333.81,debit,5037.48
2024-03-07,UTILITY BILL,322.21,debit,3273.01
2024-03-09,UTILITY BILL,45.88,debit,11523.05
2024-03-11,ATM WITHDRAWAL,1449.57,debit,10706.34
2024-03-13,GROCERY STORE,938.61,debit,2199.78
2024-03-17,GROCERY STORE,1891.27,debit,5843.81
2024-03-19,UTILITY BILL,1942.89,debit,7148.41
2024-03-19,ATM WITHDRAWAL,1866.39,debit,6692.3
2024-03-21,INSURANCE PREMIUM,2313.04,debit,7229.81
2024-03-24,RENT PAYMENT,2086.82,debit,5620.89
2024-03-25,SUBSCRIPTION SERVICE,2089.04,debit,1417.54
2024-03-26,GROCERY STORE,1849.96,debit,7597.74
2024-04-01,GROCERY STORE,1443.44,debit,8435.97
2024-04-02,UTILITY BILL,125.94,debit,4269.01
2024-04-05,PAYROLL DEPOSIT,3531.6,credit,12939.64
2024-04-05,RESTAURANT,538.28,debit,3282.94
2024-04-07,ATM WITHDRAWAL,320.73,debit,8820.33
2024-04-08,ATM WITHDRAWAL,1283.95,debit,7395.21
2024-04-09,RENT PAYMENT,2289.23,debit,1406.96
2024-04-09,INSURANCE PREMIUM,244.06,debit,7777.99
2024-04-10,RESTAURANT,1013.14,debit,10916.43
2024-04-12,SUBSCRIPTION SERVICE,529.99,debit,9211.55
2024-04-12,ONLINE TRANSFER,353.31,debit,10460.6
2024-04-12,ONLINE TRANSFER,1136.9,debit,3332.57
2024-04-14,RENT PAYMENT,762.36,debit,8718.29
2024-04-20,GROCERY STORE,1766.7,debit,7706.26
2024-04-21,ATM WITHDRAWAL,2439.06,debit,11730.58
2024-04-22,ATM WITHDRAWAL,2069.35,debit,9672.41
2024-05-01,ATM WITHDRAWAL,879.86,debit,10588.04
2024-05-02,INSURANCE PREMIUM,2491.99,debit,7976.8
2024-05-03,RESTAURANT,1189.41,debit,2589.67
2024-05-05,GROCERY STORE,2141.05,debit,6764.08
2024-05-05,PAYROLL DEPOSIT,3573.14,credit,13050.84
2024-05-07,SUBSCRIPTION SERVICE,2398.07,debit,4218.29
2024-05-09,INSURANCE PREMIUM,31.62,debit,11012.29
2024-05-09,INSURANCE PREMIUM,209.83,debit,10772.97
2024-05-13,GROCERY STORE,1656.86,debit,10140.67
2024-05-17,ONLINE TRANSFER,459.18,debit,1445.38
2024-05-19,ONLINE TRANSFER,655.93,debit,9895.5
2024-05-20,RESTAURANT,850.21,debit,10530.21
2024-05-23,UTILITY BILL,961.98,debit,3330.14
2024-05-24,ONLINE TRANSFER,1035.79,debit,3554.41
2024-05-25,RESTAURANT,1470.26,debit,7033.15
2024-06-01,RESTAURANT,1679.81,debit,6788.92
2024-06-05,PAYROLL DEPOSIT,3687.43,credit,14486.68
2024-06-08,ONLINE TRANSFER,1144.15,debit,6581.99
2024-06-09,INSURANCE PREMIUM,353.12,debit,10357.97
2024-06-16,RENT PAYMENT,1236.23,debit,2960.92
2024-06-17,UTILITY BILL,672.98,debit,3480.38
2024-06-23,RESTAURANT,1488.1,debit,9633.84
2024-06-24,ONLINE TRANSFER,373.92,debit,5326.53
2024-06-27,GROCERY STORE,1446.85,debit,7114.03
2024-07-01,ONLINE TRANSFER,1943.64,debit,9305.17
2024-07-03,ONLINE TRANSFER,2180.5,debit,9175.59
2024-07-05,PAYROLL DEPOSIT,3359.91,credit,7934.16
2024-07-07,UTILITY BILL,1976.31,debit,9211.93
2024-07-09,ATM WITHDRAWAL,297.48,debit,8629.49
2024-07-12,RENT PAYMENT,2117.73,debit,1917.79
2024-07-13,INSURANCE PREMIUM,2018.99,debit,11538.34
2024-07-15,ONLINE TRANSFER,2347.44,debit,6355.2
2024-07-17,ONLINE TRANSFER,2222.9,debit,744.64
2024-07-18,ATM WITHDRAWAL,1353.34,debit,10766.7
2024-07-18,GROCERY STORE,523.68,debit,11391.78
2024-07-25,UTILITY BILL,1278.0,debit,2863.78
2024-07-27,GROCERY STORE,1432.78,debit,2491.03
2024-08-01,GROCERY STORE,1774.04,debit,6189.6
2024-08-02,RENT PAYMENT,1001.83,debit,4509.83
2024-08-05,PAYROLL DEPOSIT,3509.51,credit,10126.59
2024-08-05,RESTAURANT,1836.1,debit,2966.16
2024-08-06,RENT PAYMENT,2425.32,debit,11124.04
2024-08-10,INSURANCE PREMIUM,2423.93,debit,2642.33
2024-08-11,ATM WITHDRAWAL,1136.52,debit,2040.43
2024-08-11,RESTAURANT,2238.21,debit,7528.95
2024-08-17,ATM WITHDRAWAL,498.64,debit,9997.9
2024-08-18,UTILITY BILL,1644.92,debit,2459.44
2024-08-22,ONLINE TRANSFER,253.85,debit,8750.79
2024-08-25,ONLINE TRANSFER,1907.23,debit,5669.33
2024-08-26,ONLINE TRANSFER,1899.75,debit,1262.27
2024-08-26,GROCERY STORE,1564.27,debit,1796.25
2024-09-02,SUBSCRIPTION SERVICE,394.54,debit,4982.41
2024-09-05,PAYROLL DEPOSIT,3552.34,credit,10858.16
2024-09-06,RESTAURANT,2103.67,debit,7897.34
2024-09-07,ONLINE TRANSFER,265.0,debit,7794.36
2024-09-09,ONLINE TRANSFER,2166.56,debit,7104.87
2024-09-09,RENT PAYMENT,377.61,debit,3686.05
2024-09-12,SUBSCRIPTION SERVICE,89.84,debit,8897.18
2024-09-20,RESTAURANT,415.71,debit,4769.16
2024-09-21,GROCERY STORE,1561.03,debit,8717.75
2024-09-22,RESTAURANT,474.66,debit,4791.73
2024-10-02,GROCERY STORE,1197.73,debit,2217.06
2024-10-05,PAYROLL DEPOSIT,3693.25,credit,12787.75
2024-10-12,RENT PAYMENT,193.79,debit,4644.5
2024-10-12,RESTAURANT,989.49,debit,9729.76
2024-10-13,GROCERY STORE,98.86,debit,4355.04
2024-10-14,GROCERY STORE,107.91,debit,4013.01
2024-10-15,INSURANCE PREMIUM,1132.65,debit,8007.17
2024-10-17,GROCERY STORE,2336.94,debit,2241.63
2024-10-17,RESTAURANT,447.53,debit,1646.31
2024-10-18,RENT PAYMENT,738.24,debit,3547.67
2024-10-27,INSURANCE PREMIUM,266.06,debit,4887.05
2024-11-04,RESTAURANT,358.67,debit,11486.12
2024-11-05,PAYROLL DEPOSIT,3488.17,credit,8611.82
2024-11-09,UTILITY BILL,290.71,debit,6716.16
2024-11-11,GROCERY STORE,84.47,debit,5806.04
2024-11-22,GROCERY STORE,1642.78,debit,2474.15
2024-11-26,GROCERY STORE,860.63,debit,5971.65
2024-11-27,INSURANCE PREMIUM,1424.6,debit,9047.31
2024-11-27,ATM WITHDRAWAL,94.46,debit,1601.47
2024-11-27,SUBSCRIPTION SERVICE,241.9,debit,9155.31
2024-12-02,ONLINE TRANSFER,779.86,debit,5181.22
2024-12-02,GROCERY STORE,1466.69,debit,4008.55
